"","circ_id","mmu1","mmu2","mmu3"
"1","1:100406082|100412463",NA,"2.000",NA
"5487","2:156587754|156591276",NA,NA,"8.000"
"5488","2:156790161|156800422",NA,NA,"1.000"
"5489","2:156962401|156968764","4.000",NA,"4.000"
"5490","2:157125503|157132632",NA,NA,"6.000"
"5491","2:157131447|157144431","5.000",NA,NA
"5492","2:157298996|157300553",NA,NA,"1.000"
"5493","2:157304629|157306698",NA,NA,"2.000"
"5494","2:157630911|157632715",NA,NA,"3.000"
"5495","2:157848938|157851278",NA,NA,"1.000"
"5496","2:157877915|157892133",NA,"1.000","7.000"
"5497","2:157877915|157900747","2.000",NA,"6.000"
"5498","2:158155392|158159520","3.000","1.000",NA
"5499","2:158155392|158164034",NA,NA,"2.000"
"5500","2:158159456|158164034","1.000",NA,NA
"5501","2:158163974|158167694",NA,"1.000",NA
"5502","2:158169436|158171557",NA,NA,"1.000"
"5503","2:158408129|158408488","1.000",NA,NA
"5504","2:158469976|158478720",NA,NA,"3.000"
"5505","2:160207915|160208188",NA,"1.000",NA
"5506","2:160512019|160529663","3.000",NA,NA
"5507","2:160524570|160532272","5.000",NA,NA
"5508","2:160592882|160594494","6.000","1.000","6.000"
"5509","2:160819378|160821367",NA,"2.000","4.000"
"5510","2:160825582|160830287",NA,NA,"2.000"
"5511","2:160850274|160863008",NA,NA,"2.000"
"5512","2:160881113|160884049",NA,NA,"2.000"
"5513","2:160881113|160884052","7.000",NA,"10.000"
"5514","2:160881113|160894825",NA,NA,"4.000"
"5515","2:161460291|161460465","3.000",NA,NA
"5516","2:162775345|162775782",NA,"2.000",NA
"5517","2:162864294|162865357",NA,NA,"1.000"
"5518","2:162869950|162873190",NA,"3.000",NA
"5519","2:162882546|162884719",NA,"1.000",NA
"5520","2:163310432|163310811","4.000",NA,NA
"5521","2:163445587|163451173","4.000",NA,NA
"5522","2:163468172|163469972",NA,NA,"1.000"
"5523","2:163469791|163471137","3.000","4.000","9.000"
"5524","2:163469791|163481247",NA,NA,"1.000"
"5525","2:163471046|163476434","2.000",NA,NA
"5526","2:163474025|163476434",NA,"1.000",NA
"5527","2:163476354|163478924","2.000",NA,NA
"5528","2:163476354|163481247","1.000",NA,NA
"5529","2:163478730|163481247",NA,"1.000","1.000"
"5530","2:163873118|163879126","2.000",NA,NA
"5531","2:163938658|163942516",NA,"3.000","8.000"
"5532","2:163938658|163960046","2.000",NA,NA
"5533","2:163941616|163942516",NA,NA,"3.000"
"5534","2:164601171|164605201",NA,NA,"1.000"
"5535","2:164613212|164613978",NA,"1.000",NA
"5536","2:164636904|164641865","3.000",NA,NA
"5537","2:164641639|164641865",NA,"2.000",NA
"5538","2:164641639|164645053","1.000",NA,NA
"5539","2:164791921|164792093",NA,"1.000",NA
"5540","2:164846179|164852434","2.000",NA,NA
"5541","2:164851242|164855082",NA,NA,"6.000"
"5542","2:165143860|165153724",NA,NA,"5.000"
"5543","2:165506705|165507323",NA,NA,"3.000"
"5544","2:165524756|165529655",NA,NA,"21.000"
"5545","2:165555424|165573556","1.000",NA,"1.000"
"5546","2:165629083|165638081",NA,NA,"15.000"
"5547","2:165633824|165636554",NA,NA,"3.000"
"5548","2:165647106|165649849",NA,"5.000","28.000"
"5549","2:165662461|165670609",NA,NA,"1.000"
"5550","2:165670127|165682010",NA,NA,"3.000"
"5551","2:165680731|165694068",NA,NA,"2.000"
"5552","2:165890374|165893626","9.000",NA,"5.000"
"5553","2:165901614|165907971",NA,NA,"5.000"
"5554","2:165925775|165926362",NA,NA,"1.000"
"5555","2:165958791|165974774",NA,NA,"3.000"
"5556","2:166427652|166432439","1.000",NA,NA
"5557","2:166451657|166455180","3.000",NA,NA
"5558","2:166668846|166678377",NA,NA,"4.000"
"5559","2:166676390|166678377",NA,"6.000","15.000"
"5560","2:166677532|166678377",NA,NA,"2.000"
"5561","2:166690786|166693197",NA,NA,"1.000"
"5562","2:166695174|166696933",NA,NA,"3.000"
"5563","2:166701182|166703655",NA,NA,"4.000"
"5564","2:166701182|166707747",NA,NA,"2.000"
"5565","2:166710811|166713539",NA,NA,"1.000"
"5566","2:166718412|166720492",NA,"1.000","2.000"
"5567","2:166727698|166735538","2.000",NA,"15.000"
"5568","2:166768270|166770943","3.000",NA,NA
"5569","2:166770877|166772586",NA,NA,"1.000"
"5570","2:166781554|166782038","1.000",NA,"8.000"
"5571","2:166781554|166783412","2.000","2.000","16.000"
"5572","2:166801942|166806637",NA,"1.000","6.000"
"5573","2:166861546|166862634",NA,"1.000",NA
"5574","2:166869588|166871582",NA,NA,"2.000"
"5575","2:166905163|166907400",NA,"1.000",NA
"5576","2:167266038|167276782","2.000",NA,NA
"5577","2:167283048|167293270",NA,NA,"2.000"
"5578","2:167307260|167310995",NA,"1.000",NA
"5579","2:167348966|167353246","29.000","22.000","38.000"
"5580","2:167348966|167354544",NA,NA,"3.000"
"5581","2:167352795|167353246","6.000",NA,"6.000"
"5582","2:167352795|167354544","36.000","3.000","33.000"
"5583","2:167805547|167809747",NA,NA,"2.000"
"5584","2:168040678|168069422","3.000",NA,NA
"5585","2:168061139|168069393",NA,NA,"1.000"
"5586","2:168061956|168069422","4.000",NA,NA
"5587","2:168376837|168378325","2.000",NA,NA
"5588","2:168419130|168419414","2.000",NA,NA
"5589","2:168480989|168481910",NA,NA,"2.000"
"5590","2:168523895|168552896",NA,NA,"5.000"
"5591","2:168525632|168552896",NA,"1.000","1.000"
"5592","2:168547042|168552896","21.000","19.000","38.000"
"5593","2:168548114|168552896","3.000",NA,"3.000"
"5594","2:169747522|169747669",NA,"1.000",NA
"5595","2:172961540|172961697",NA,NA,"1.000"
"5596","2:173131404|173131667","5.000",NA,NA
"5597","2:173529925|173537792","1.000",NA,NA
"5598","2:173529939|173537792",NA,"1.000","3.000"
"5599","2:173570006|173570220",NA,"2.000",NA
"5600","2:173722607|173722832","3.000",NA,NA
"5601","2:173935226|173935865","1.000",NA,NA
"5602","2:174268281|174268739",NA,"2.000","1.000"
"5603","2:177924802|177925900",NA,NA,"1.000"
"5604","2:179562944|179563760","3.000","2.000","12.000"
"5605","2:179562944|179566379",NA,"1.000",NA
"5606","2:179563703|179568123","1.000",NA,NA
"5607","2:179565771|179568123",NA,"2.000","3.000"
"5608","2:179573772|179581747",NA,NA,"1.000"
"5609","2:179576821|179580323","2.000",NA,NA
"5610","2:179576821|179581747",NA,NA,"1.000"
"5611","2:179580203|179581747","2.000","3.000",NA
"5612","2:179778779|179782973",NA,"1.000",NA
"5613","2:179790218|179800912",NA,NA,"1.000"
"5614","2:179822401|179822555","3.000",NA,NA
"5615","2:179839509|179840191",NA,NA,"1.000"
"5616","2:180277046|180282857","1.000",NA,NA
"5617","2:180314075|180315384",NA,NA,"5.000"
"5618","2:180314075|180325821",NA,NA,"3.000"
"5619","2:180612843|180613948",NA,NA,"8.000"
"5620","2:180612843|180615949",NA,NA,"1.000"
"5621","2:180964104|180983373",NA,NA,"3.000"
"5622","2:180970395|180983373",NA,NA,"1.000"
"5623","2:18097594|18131040","2.000","4.000","2.000"
"5624","2:18097594|18151683",NA,NA,"1.000"
"5625","2:180995769|180996235","3.000",NA,NA
"5626","2:18106268|18131040","10.000",NA,"6.000"
"5627","2:18106268|18151683",NA,NA,"2.000"
"5628","2:181141637|181144728",NA,"3.000","1.000"
"5629","2:181143697|181150060","5.000","1.000","8.000"
"5630","2:18114592|18128623",NA,NA,"3.000"
"5631","2:18114592|18131040","1.000",NA,"4.000"
"5632","2:18114592|18151683","1.000",NA,"4.000"
"5633","2:181182329|181188281","1.000",NA,NA
"5634","2:181188163|181189346","2.000",NA,"5.000"
"5635","2:18127055|18131040","1.000",NA,"3.000"
"5636","2:181273227|181273880",NA,NA,"5.000"
"5637","2:181360588|181360725",NA,NA,"3.000"
"5638","2:18144078|18151683",NA,NA,"4.000"
"5639","2:18167127|18175886","1.000",NA,"1.000"
"5640","2:18175064|18191207","6.000",NA,NA
"5641","2:18191028|18208566","3.000",NA,NA
"5642","2:18289433|18298855","11.000","2.000","5.000"
"5643","2:18289433|18321811",NA,NA,"3.000"
"5644","2:18298764|18321811","8.000",NA,NA
"5645","2:18311783|18321811",NA,NA,"2.000"
"5646","2:18911039|18912963","1.000",NA,"5.000"
"5647","2:20534769|20535053","1.000","6.000","5.000"
"5648","2:20714215|20718259","2.000",NA,"5.000"
"5649","2:20748269|20765075",NA,NA,"3.000"
"5650","2:20748269|20771422","2.000",NA,NA
"5651","2:20793238|20793422","3.000",NA,NA
"5652","2:20857848|20859851",NA,"1.000",NA
"5653","2:20860391|20864847","1.000",NA,NA
"5654","2:20865781|20865921","1.000",NA,"2.000"
"5655","2:20891916|20896988","4.000",NA,"5.000"
"5656","2:20917087|20963412","3.000",NA,NA
"5657","2:22796806|22805540",NA,"1.000","3.000"
"5658","2:22836587|22852513",NA,NA,"1.000"
"5659","2:22850718|22861271",NA,"1.000","2.000"
"5660","2:22977496|22984529",NA,NA,"8.000"
"5661","2:22979602|22980594","1.000","3.000","4.000"
"5662","2:23427472|23435591","1.000",NA,NA
"5663","2:24696225|24728880",NA,NA,"2.000"
"5664","2:24703538|24715079","27.000","8.000","64.000"
"5665","2:24703538|24717396","1.000",NA,NA
"5666","2:24703538|24720914",NA,"3.000","2.000"
"5667","2:24729541|24767638",NA,NA,"1.000"
"5668","2:24730647|24746738",NA,"1.000",NA
"5669","2:24737955|24742814",NA,NA,"1.000"
"5670","2:24737955|24748262","10.000","3.000","1.000"
"5671","2:24737955|24753920",NA,"1.000","2.000"
"5672","2:24737955|24767638","3.000",NA,NA
"5673","2:24742676|24748262",NA,NA,"1.000"
"5674","2:24742676|24767638",NA,"2.000",NA
"5675","2:24746617|24753941","2.000",NA,NA
"5676","2:24746617|24767638",NA,NA,"20.000"
"5677","2:24746617|24774714",NA,"3.000",NA
"5678","2:24746617|24777081",NA,NA,"4.000"
"5679","2:24753234|24753941",NA,NA,"2.000"
"5680","2:24753234|24777081",NA,NA,"1.000"
"5681","2:24767466|24777081",NA,"1.000","4.000"
"5682","2:24774157|24774714",NA,NA,"5.000"
"5683","2:24774157|24777078","1.000",NA,NA
"5684","2:24774157|24777081","7.000","4.000","21.000"
"5685","2:24855571|24856686","1.000",NA,NA
"5686","2:24870045|24873661",NA,NA,"5.000"
"5687","2:24885289|24919668",NA,NA,"3.000"
"5688","2:24900725|24912023",NA,NA,"2.000"
"5689","2:24911953|24932219",NA,"1.000","3.000"
"5690","2:24911953|24937776",NA,NA,"3.000"
"5691","2:24928848|24932219","10.000",NA,NA
"5692","2:24932100|24937776",NA,NA,"5.000"
"5693","2:25099865|25100549",NA,"1.000",NA
"5694","2:25141732|25144953",NA,NA,"3.000"
"5695","2:25167647|25168517","4.000",NA,"1.000"
"5696","2:25298271|25299013",NA,NA,"2.000"
"5697","2:25326536|25326869","3.000",NA,NA
"5698","2:25426687|25429096","4.000",NA,NA
"5699","2:25486444|25492562",NA,NA,"4.000"
"5700","2:25486444|25492567","6.000","2.000","7.000"
"5701","2:25827957|25831481",NA,"2.000","2.000"
"5702","2:25834437|25842831",NA,"1.000",NA
"5703","2:25842689|25846339","3.000",NA,"1.000"
"5704","2:25842689|25856960",NA,NA,"4.000"
"5705","2:25846258|25856960",NA,NA,"7.000"
"5706","2:25855674|25856960",NA,"10.000","71.000"
"5707","2:25897730|25906428",NA,NA,"3.000"
"5708","2:26112232|26118459",NA,NA,"1.000"
"5709","2:26354817|26355578","8.000","1.000",NA
"5710","2:26358437|26358717",NA,NA,"1.000"
"5711","2:26484791|26487349",NA,NA,"1.000"
"5712","2:26803924|26804259",NA,NA,"4.000"
"5713","2:26846300|26850752",NA,NA,"1.000"
"5714","2:27186134|27226750",NA,NA,"2.000"
"5715","2:27187679|27192122",NA,NA,"3.000"
"5716","2:27265614|27276618",NA,NA,"2.000"
"5717","2:27275499|27276618","1.000",NA,NA
"5718","2:27342711|27344516",NA,NA,"3.000"
"5719","2:27342844|27343086","2.000",NA,"5.000"
"5720","2:27342844|27344516","2.000",NA,"1.000"
"5721","2:27409360|27410923",NA,"2.000",NA
"5722","2:27410338|27410923",NA,NA,"4.000"
"5723","2:27627310|27631955","2.000",NA,NA
"5724","2:27631064|27631955",NA,"3.000",NA
"5725","2:27649696|27649899",NA,NA,"1.000"
"5726","2:27650539|27650707","1.000",NA,NA
"5727","2:28430722|28432495",NA,NA,"10.000"
"5728","2:28433565|28434398","4.000",NA,"17.000"
"5729","2:28434000|28435530",NA,NA,"5.000"
"5730","2:28437545|28440575",NA,"2.000",NA
"5731","2:28446014|28446334","5.000",NA,NA
"5732","2:28461124|28463584","4.000",NA,NA
"5733","2:28551593|28553656",NA,NA,"6.000"
"5734","2:28765726|28777014",NA,NA,"1.000"
"5735","2:28961309|28964031",NA,"1.000",NA
"5736","2:29016885|29020402",NA,"1.000",NA
"5737","2:29023933|29030400",NA,NA,"3.000"
"5738","2:29046999|29056387",NA,"1.000",NA
"5739","2:29569144|29579275",NA,NA,"1.000"
"5740","2:29576116|29579275",NA,NA,"1.000"
"5741","2:29661512|29664612",NA,"2.000",NA
"5742","2:29668743|29673385",NA,NA,"4.000"
"5743","2:29762574|29763024",NA,NA,"3.000"
"5744","2:29868388|29870214",NA,NA,"3.000"
"5745","2:29868388|29873772",NA,"2.000","1.000"
"5746","2:29876176|29876551","1.000",NA,NA
"5747","2:29907209|29910059",NA,NA,"7.000"
"5748","2:29911202|29915610",NA,"4.000",NA
"5749","2:30000216|30001344","2.000",NA,NA
"5750","2:30027132|30032433",NA,NA,"2.000"
"5751","2:30030486|30037537",NA,NA,"1.000"
"5752","2:30164481|30164735","2.000",NA,NA
"5753","2:30188427|30192057",NA,"4.000",NA
"5754","2:30211893|30212759",NA,NA,"2.000"
"5755","2:30294539|30295516","4.000",NA,NA
"5756","2:30632059|30632221","2.000",NA,NA
"5757","2:30853486|30853881",NA,NA,"1.000"
"5758","2:30868578|30868977","2.000",NA,NA
"5759","2:30894415|30897869","1.000",NA,NA
"5760","2:30923041|30930526",NA,NA,"1.000"
"5761","2:30926129|30927300",NA,NA,"1.000"
"5762","2:30926129|30949029",NA,NA,"1.000"
"5763","2:30930416|30949029",NA,NA,"3.000"
"5764","2:30930416|30974097","3.000",NA,NA
"5765","2:30948900|30973090","7.000",NA,NA
"5766","2:30972985|30987162",NA,"1.000","6.000"
"5767","2:30972985|30995369",NA,"1.000",NA
"5768","2:30986038|30987162",NA,"1.000","4.000"
"5769","2:30986038|30995369","7.000","2.000","11.000"
"5770","2:30995079|30995369",NA,"2.000","1.000"
"5771","2:31073591|31078825",NA,NA,"13.000"
"5772","2:31473166|31490563",NA,NA,"4.000"
"5773","2:31493222|31495355",NA,"3.000","7.000"
"5774","2:31494625|31495355","4.000","5.000","17.000"
"5775","2:31495254|31498238",NA,NA,"2.000"
"5776","2:31907037|31916938","2.000",NA,NA
"5777","2:32072469|32073312",NA,NA,"7.000"
"5778","2:32072469|32075459",NA,NA,"3.000"
"5779","2:32072469|32077565",NA,NA,"5.000"
"5780","2:32072469|32085008",NA,NA,"2.000"
"5781","2:32089012|32091030",NA,"1.000",NA
"5782","2:32094020|32098847","3.000","2.000","3.000"
"5783","2:32096347|32098847","1.000",NA,NA
"5784","2:32692765|32698074",NA,NA,"2.000"
"5785","2:32699112|32702117","5.000",NA,NA
"5786","2:32795780|32802599",NA,"4.000",NA
"5787","2:32813904|32814134","3.000",NA,NA
"5788","2:32837802|32841195",NA,"3.000",NA
"5789","2:32845192|32848226",NA,NA,"3.000"
"5790","2:32880575|32887775","2.000",NA,NA
"5791","2:32942107|32954090",NA,NA,"1.000"
"5792","2:32954015|32995030",NA,NA,"1.000"
"5793","2:3305848|3317285","1.000",NA,NA
"5794","2:3305848|3323778",NA,NA,"2.000"
"5795","2:33150489|33174920",NA,NA,"1.000"
"5796","2:33150489|33214715","4.000",NA,NA
"5797","2:33163572|33174920","3.000",NA,NA
"5798","2:33163572|33184259",NA,NA,"1.000"
"5799","2:33163572|33214715",NA,NA,"6.000"
"5800","2:33214664|33230845","10.000","6.000","10.000"
"5801","2:3343955|3347933",NA,NA,"1.000"
"5802","2:3347223|3347933","3.000","3.000","4.000"
"5803","2:3362661|3367637",NA,"1.000",NA
"5804","2:33715059|33724645","2.000",NA,NA
"5805","2:33715059|33764472",NA,NA,"1.000"
"5806","2:33763680|33764472",NA,"1.000",NA
"5807","2:34006678|34007032","2.000",NA,NA
"5808","2:34322014|34325234",NA,NA,"1.000"
"5809","2:34322014|34334418","4.000",NA,"10.000"
"5810","2:34325144|34334418","1.000","3.000","11.000"
"5811","2:3438025|3451410",NA,"1.000",NA
"5812","2:34471203|34487572","3.000",NA,NA
"5813","2:34574193|34574407",NA,"1.000",NA
"5814","2:34580473|34585620","4.000",NA,NA
"5815","2:34602176|34605342","6.000",NA,NA
"5816","2:34662240|34663319",NA,NA,"1.000"
"5817","2:34664784|34665077","1.000",NA,NA
"5818","2:34665077|34665910","4.000",NA,NA
"5819","2:34695618|34703021",NA,NA,"2.000"
"5820","2:34746459|34747841",NA,NA,"1.000"
"5821","2:34914199|34919544",NA,"1.000",NA
"5822","2:35003335|35006814",NA,NA,"1.000"
"5823","2:35033661|35034433",NA,"1.000",NA
"5824","2:35079911|35082691","1.000",NA,NA
"5825","2:35533899|35551637","13.000","12.000","65.000"
"5826","2:35597659|35600384",NA,"1.000",NA
"5827","2:37268319|37272049",NA,NA,"2.000"
"5828","2:37299445|37304824",NA,NA,"1.000"
"5829","2:37304527|37304824","1.000",NA,NA
"5830","2:37359388|37365478","2.000",NA,"6.000"
"5831","2:37362306|37365478",NA,"2.000",NA
"5832","2:37422527|37433243","2.000",NA,NA
"5833","2:37427313|37433243",NA,NA,"2.000"
"5834","2:37491094|37491240","5.000",NA,NA
"5835","2:37514184|37517538",NA,NA,"2.000"
"5836","2:37514184|37537297","6.000",NA,"8.000"
"5837","2:37851652|37873117","1.000","1.000",NA
"5838","2:38006616|38016660",NA,NA,"4.000"
"5839","2:38015955|38016660",NA,NA,"1.000"
"5840","2:38016540|38026987",NA,NA,"1.000"
"5841","2:38016540|38049862",NA,NA,"4.000"
"5842","2:38016540|38133484",NA,"1.000",NA
"5843","2:38650198|38775249",NA,NA,"6.000"
"5844","2:38931238|38940203",NA,NA,"4.000"
"5845","2:39011122|39040426",NA,NA,"4.000"
"5846","2:39094844|39101065",NA,NA,"2.000"
"5847","2:40845204|40845344",NA,NA,"3.000"
"5848","2:44107973|44108109",NA,"1.000",NA
"5849","2:44409926|44416213",NA,NA,"1.000"
"5850","2:44642058|44646447",NA,"2.000",NA
"5851","2:44715362|44718079",NA,NA,"4.000"
"5852","2:45425116|45425483","1.000",NA,NA
"5853","2:4749029|4768114",NA,NA,"3.000"
"5854","2:48760300|48763485","7.000","1.000","9.000"
"5855","2:48817107|48830412","2.000",NA,NA
"5856","2:48908265|48989821",NA,NA,"1.000"
"5857","2:48908265|49008817",NA,"1.000",NA
"5858","2:48954716|49060025","5.000",NA,NA
"5859","2:48976601|48989821",NA,NA,"3.000"
"5860","2:48976601|49008817",NA,NA,"3.000"
"5861","2:49008663|49060025",NA,NA,"1.000"
"5862","2:49412482|49419008",NA,NA,"1.000"
"5863","2:50031773|50031957",NA,NA,"2.000"
"5864","2:50222892|50254231",NA,NA,"4.000"
"5865","2:50245036|50260981",NA,NA,"2.000"
"5866","2:50245036|50296532",NA,NA,"2.000"
"5867","2:5026133|5028960",NA,"1.000",NA
"5868","2:50323106|50372694",NA,NA,"1.000"
"5869","2:5057798|5059527",NA,NA,"7.000"
"5870","2:51038235|51038924",NA,NA,"1.000"
"5871","2:52006846|52009182",NA,NA,"2.000"
"5872","2:52604829|52610980","2.000",NA,NA
"5873","2:52904814|52932381","2.000",NA,NA
"5874","2:52944465|52963745",NA,NA,"7.000"
"5875","2:53040649|53044084","1.000",NA,NA
"5876","2:5355409|5355596","2.000",NA,NA
"5877","2:5624669|5624864",NA,"1.000",NA
"5878","2:57157984|57180028",NA,NA,"2.000"
"5879","2:58348896|58390569",NA,NA,"2.000"
"5880","2:58364184|58369940",NA,NA,"1.000"
"5881","2:58390495|58430683",NA,NA,"2.000"
"5882","2:58406035|58430683","4.000",NA,NA
"5883","2:5878553|5881812",NA,NA,"4.000"
"5884","2:59060072|59119596","4.000",NA,NA
"5885","2:59474701|59502222",NA,NA,"2.000"
"5886","2:59474701|59529771",NA,"3.000",NA
"5887","2:59477112|59529771","2.000","4.000","1.000"
"5888","2:59477112|59555193","6.000",NA,NA
"5889","2:59529691|59530110","1.000",NA,NA
"5890","2:59529691|59555193",NA,"4.000","1.000"
"5891","2:59588808|59602883","2.000",NA,"17.000"
"5892","2:59601475|59602883","2.000","4.000","16.000"
"5893","2:59601478|59602883",NA,NA,"1.000"
"5894","2:59602696|59602883",NA,NA,"2.000"
"5895","2:59626138|59628096",NA,NA,"11.000"
"5896","2:59636619|59645898",NA,NA,"2.000"
"5897","2:59636619|59650629","1.000",NA,NA
"5898","2:59729626|59729836","2.000",NA,NA
"5899","2:59762448|59767095","7.000","2.000","3.000"
"5900","2:59778430|59788836","5.000",NA,"4.000"
"5901","2:5978279|5993283","2.000",NA,NA
"5902","2:59831849|59836533","2.000","1.000","3.000"
"5903","2:59831849|59842667",NA,NA,"3.000"
"5904","2:59831849|59875593","2.000",NA,NA
"5905","2:59831849|59877285",NA,NA,"2.000"
"5906","2:59831849|59909765","1.000",NA,NA
"5907","2:59831849|59914095",NA,NA,"1.000"
"5908","2:5987802|6015239",NA,"2.000","4.000"
"5909","2:59907213|59914095",NA,NA,"4.000"
"5910","2:5993197|6015239",NA,NA,"3.000"
"5911","2:59985561|59991878","3.000",NA,NA
"5912","2:60062543|60065341",NA,NA,"2.000"
"5913","2:6038922|6045372",NA,"1.000",NA
"5914","2:60610074|60623124","2.000",NA,NA
"5915","2:60610074|60628086",NA,NA,"9.000"
"5916","2:60623032|60672816","4.000",NA,NA
"5917","2:61443994|61457358",NA,NA,"2.000"
"5918","2:61443994|61458183","20.000",NA,"8.000"
"5919","2:61443994|61474766",NA,"1.000","1.000"
"5920","2:61457246|61458183",NA,"1.000",NA
"5921","2:61457246|61474766","2.000",NA,NA
"5922","2:61474650|61480632",NA,NA,"6.000"
"5923","2:6395865|6399366",NA,NA,"4.000"
"5924","2:6395865|6405130","2.000","3.000","1.000"
"5925","2:6395865|6419851","1.000",NA,"2.000"
"5926","2:6431705|6435389",NA,NA,"5.000"
"5927","2:64956236|64966890",NA,"3.000","6.000"
"5928","2:65915580|65937816",NA,NA,"4.000"
"5929","2:6668925|6726424","2.000",NA,NA
"5930","2:68137384|68144947","4.000","7.000","15.000"
"5931","2:68189157|68199449","2.000","2.000","2.000"
