"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100288339|100300837","2.000",NA,NA
"17669","scaffold0015:9025482|9026371",NA,NA,"1.000"
"17670","scaffold0015:9043989|9044638","10.000","6.000",NA
"17671","scaffold0015:9043993|9044642",NA,NA,"1.000"
"17672","scaffold0015:9079135|9108335","6.000",NA,"1.000"
"17673","scaffold0015:9118439|9120591",NA,"2.000",NA
"17674","scaffold0015:9137878|9140664","2.000",NA,NA
"17675","scaffold0015:9176199|9176583",NA,NA,"2.000"
"17676","scaffold0015:9180117|9180668","2.000",NA,NA
"17677","scaffold0015:9190358|9191422",NA,NA,"2.000"
"17678","scaffold0015:9297803|9298095","10.000",NA,NA
"17679","scaffold0015:9297803|9304755","35.000","19.000","7.000"
"17680","scaffold0015:9304298|9304755","14.000",NA,"2.000"
"17681","scaffold0015:9304298|9306730","4.000",NA,"1.000"
"17682","scaffold0015:9304298|9308539","5.000",NA,"2.000"
"17683","scaffold0015:9306074|9308539","2.000",NA,"2.000"
"17684","scaffold0015:9323146|9325784","16.000","17.000","16.000"
"17685","scaffold0015:9323286|9325784",NA,NA,"3.000"
"17686","scaffold0015:9329903|9334721","5.000",NA,NA
"17687","scaffold0015:9374279|9421884",NA,"11.000",NA
"17688","scaffold0015:9374681|9421884","10.000",NA,NA
"17689","scaffold0015:9462123|9462739","6.000",NA,NA
"17690","scaffold0015:9545300|9558027","4.000",NA,NA
"17691","scaffold0015:9759505|9772196","4.000",NA,NA
"17692","scaffold0015:9761675|9772196","1.000",NA,NA
"17693","scaffold0015:9792370|9797840","31.000","4.000",NA
"17694","scaffold0015:9793443|9797840","154.000","157.000","235.000"
"17695","scaffold0015:9797746|9800330","3.000",NA,NA
"17696","scaffold0015:9801307|9811533","2.000",NA,NA
"17697","scaffold0015:9827819|9846833","2.000",NA,NA
"17698","scaffold0015:9836527|9841660",NA,"1.000",NA
"17699","scaffold0015:9836527|9870592","2.000",NA,NA
"17700","scaffold0015:9846766|9850730","7.000","6.000",NA
"17701","scaffold0015:9946819|9949473",NA,"12.000","1.000"
"17702","scaffold0015:9951516|9952566","56.000","19.000","2.000"
"17703","scaffold0015:9976122|9985389","6.000",NA,"3.000"
"17704","scaffold0015:9990619|9998707",NA,NA,"17.000"
"17705","scaffold0015:9992162|9998707","8.000",NA,"1.000"
"17706","scaffold0016:10000722|10026011","5.000",NA,NA
"17707","scaffold0016:10033689|10038748","2.000",NA,NA
"17708","scaffold0016:10052711|10113983",NA,"4.000",NA
"17709","scaffold0016:10064596|10072899","6.000",NA,NA
"17710","scaffold0016:10070963|10096072","3.000",NA,NA
"17711","scaffold0016:10095941|10113983",NA,NA,"1.000"
"17712","scaffold0016:10192013|10194244",NA,NA,"2.000"
"17713","scaffold0016:10192013|10257073",NA,NA,"1.000"
"17714","scaffold0016:10194036|10257073","3.000",NA,NA
"17715","scaffold0016:10198582|10203406","6.000",NA,"1.000"
"17716","scaffold0016:10198582|10207570","11.000",NA,NA
"17717","scaffold0016:10206945|10238388","9.000",NA,NA
"17718","scaffold0016:10222463|10225315","1.000",NA,NA
"17719","scaffold0016:10222463|10231967",NA,NA,"2.000"
"17720","scaffold0016:10222463|10257073","29.000","31.000","11.000"
"17721","scaffold0016:10222463|10296849","2.000",NA,NA
"17722","scaffold0016:10231807|10257073","13.000","23.000","7.000"
"17723","scaffold0016:10249210|10257073","4.000",NA,"14.000"
"17724","scaffold0016:10249210|10296849",NA,NA,"2.000"
"17725","scaffold0016:10254949|10257073","28.000","13.000","22.000"
"17726","scaffold0016:10254949|10296849",NA,NA,"1.000"
"17727","scaffold0016:10256938|10292175","8.000",NA,NA
"17728","scaffold0016:10256938|10296849","8.000",NA,NA
"17729","scaffold0016:12171304|12173515","7.000",NA,NA
"17730","scaffold0016:12726019|12726749","1.000",NA,"3.000"
"17731","scaffold0016:12726807|12726975","4.000",NA,NA
"17732","scaffold0016:12726807|12727823","4.000",NA,NA
"17733","scaffold0016:12726807|12727869",NA,NA,"1.000"
"17734","scaffold0016:12726807|12728010",NA,"2.000",NA
"17735","scaffold0016:12726807|12730805",NA,NA,"3.000"
"17736","scaffold0016:12775183|12775532","8.000",NA,NA
"17737","scaffold0016:12834067|12837198","1.000",NA,NA
"17738","scaffold0016:12842216|12854108",NA,NA,"3.000"
"17739","scaffold0016:12854003|12861748","5.000",NA,NA
"17740","scaffold0016:12889732|12890094",NA,NA,"6.000"
"17741","scaffold0016:12968687|12972606","4.000",NA,NA
"17742","scaffold0016:12972430|12978712","1.000",NA,NA
"17743","scaffold0016:12996980|13000099","6.000",NA,NA
"17744","scaffold0016:13011209|13019717","13.000","5.000","2.000"
"17745","scaffold0016:13011209|13036389","1.000","11.000","1.000"
"17746","scaffold0016:13019549|13036389","13.000","3.000","1.000"
"17747","scaffold0016:13035642|13036389","202.000","191.000","174.000"
"17748","scaffold0016:134473|135467",NA,"4.000",NA
"17749","scaffold0016:13567051|13616412",NA,"3.000",NA
"17750","scaffold0016:13770748|13771001",NA,"5.000",NA
"17751","scaffold0016:14168320|14273115","1.000",NA,NA
"17752","scaffold0016:14252291|14258352","4.000",NA,"2.000"
"17753","scaffold0016:14252291|14263361","1.000",NA,"13.000"
"17754","scaffold0016:14252291|14268441",NA,NA,"3.000"
"17755","scaffold0016:14252291|14273814","4.000",NA,"7.000"
"17756","scaffold0016:14258298|14263266",NA,NA,"3.000"
"17757","scaffold0016:14260059|14268441",NA,"6.000",NA
"17758","scaffold0016:14262170|14263361","6.000",NA,NA
"17759","scaffold0016:14262170|14273814","4.000",NA,"21.000"
"17760","scaffold0016:14268333|14273814","2.000",NA,"1.000"
"17761","scaffold0016:14305245|14311561",NA,"10.000",NA
"17762","scaffold0016:14363386|14364022",NA,"6.000",NA
"17763","scaffold0016:14407305|14420871",NA,"12.000",NA
"17764","scaffold0016:14418546|14423675","12.000","8.000",NA
"17765","scaffold0016:14423521|14428681","3.000",NA,NA
"17766","scaffold0016:14493206|14493410",NA,NA,"4.000"
"17767","scaffold0016:14563062|14568858","11.000",NA,NA
"17768","scaffold0016:14563062|14572755",NA,"5.000","5.000"
"17769","scaffold0016:14563062|14577229","21.000","6.000","16.000"
"17770","scaffold0016:14563062|14591159","1.000","2.000",NA
"17771","scaffold0016:14563062|14594708","1.000",NA,"5.000"
"17772","scaffold0016:14568622|14572755",NA,"15.000",NA
"17773","scaffold0016:14568622|14577229",NA,NA,"7.000"
"17774","scaffold0016:14568622|14594708","5.000",NA,"2.000"
"17775","scaffold0016:14588679|14591159","10.000","5.000","8.000"
"17776","scaffold0016:14588679|14594708","16.000",NA,"9.000"
"17777","scaffold0016:14588679|14607060","4.000",NA,NA
"17778","scaffold0016:14593002|14626866","6.000",NA,NA
"17779","scaffold0016:14635948|14636656","3.000",NA,NA
"17780","scaffold0016:14733118|14835647","1.000",NA,NA
"17781","scaffold0016:14786577|14835647","1.000",NA,NA
"17782","scaffold0016:14831337|14835647","1.000",NA,NA
"17783","scaffold0016:14996670|15004442",NA,"4.000",NA
"17784","scaffold0016:15209738|15211729","11.000","1.000",NA
"17785","scaffold0016:15209738|15214964",NA,"7.000",NA
"17786","scaffold0016:15209738|15229062",NA,NA,"3.000"
"17787","scaffold0016:15843959|15852888","10.000","9.000","10.000"
"17788","scaffold0016:15869301|15869493",NA,NA,"3.000"
"17789","scaffold0016:15933434|15957697","10.000","18.000","10.000"
"17790","scaffold0016:15957524|15957697","1.000",NA,"1.000"
"17791","scaffold0016:15989481|15996774","14.000","3.000","12.000"
"17792","scaffold0016:16220885|16233500","4.000","1.000",NA
"17793","scaffold0016:16325236|16337857",NA,NA,"2.000"
"17794","scaffold0016:16356129|16356929","7.000",NA,NA
"17795","scaffold0016:16356129|16360469","7.000",NA,"2.000"
"17796","scaffold0016:16585103|16588375","4.000","10.000",NA
"17797","scaffold0016:16585103|16597711",NA,NA,"5.000"
"17798","scaffold0016:16585103|16604926",NA,NA,"1.000"
"17799","scaffold0016:16585103|16612239","5.000",NA,NA
"17800","scaffold0016:16585105|16612239",NA,"1.000",NA
"17801","scaffold0016:16593081|16612239","8.000","1.000",NA
"17802","scaffold0016:16604839|16612239","1.000",NA,NA
"17803","scaffold0016:16627651|16628929","2.000","8.000",NA
"17804","scaffold0016:16627651|16636272",NA,"4.000",NA
"17805","scaffold0016:16721930|16749757",NA,NA,"1.000"
"17806","scaffold0016:16732487|16734848","56.000","55.000","42.000"
"17807","scaffold0016:16732487|16739266","2.000",NA,NA
"17808","scaffold0016:16732487|16749757","5.000",NA,NA
"17809","scaffold0016:16747360|16749757","1.000",NA,NA
"17810","scaffold0016:16788081|16788227",NA,"1.000",NA
"17811","scaffold0016:16841475|16880097",NA,"4.000",NA
"17812","scaffold0016:17736054|17736286",NA,NA,"5.000"
"17813","scaffold0016:18379439|18383293","1.000",NA,NA
"17814","scaffold0016:18394659|18399842","1.000",NA,NA
"17815","scaffold0016:18462340|18472009",NA,NA,"4.000"
"17816","scaffold0016:18493364|18506563",NA,NA,"3.000"
"17817","scaffold0016:18533356|18533506",NA,"7.000",NA
"17818","scaffold0016:18548874|18560926","2.000",NA,NA
"17819","scaffold0016:18593831|18594042",NA,NA,"10.000"
"17820","scaffold0016:18594440|18594595","5.000",NA,"2.000"
"17821","scaffold0016:18611388|18624436","6.000","9.000","6.000"
"17822","scaffold0016:18654018|18665575","2.000",NA,NA
"17823","scaffold0016:18655861|18660434","13.000","29.000","3.000"
"17824","scaffold0016:18655861|18665575","19.000","19.000","18.000"
"17825","scaffold0016:18655861|18676838",NA,NA,"4.000"
"17826","scaffold0016:18659320|18660434","6.000","5.000","12.000"
"17827","scaffold0016:18659320|18665575",NA,NA,"1.000"
"17828","scaffold0016:18675065|18676838","20.000","16.000",NA
"17829","scaffold0016:18692685|18699133","4.000",NA,NA
"17830","scaffold0016:18692785|18699133","1.000",NA,NA
"17831","scaffold0016:18737385|18741863","1.000",NA,NA
"17832","scaffold0016:18778937|18784007","12.000","10.000","11.000"
"17833","scaffold0016:18793003|18797067","11.000","4.000","2.000"
"17834","scaffold0016:18796962|18800482",NA,"6.000",NA
"17835","scaffold0016:18850913|18891217","19.000",NA,"5.000"
"17836","scaffold0016:18850913|18893760",NA,NA,"5.000"
"17837","scaffold0016:18853998|18862162","2.000",NA,NA
"17838","scaffold0016:18853998|18891217","4.000",NA,"15.000"
"17839","scaffold0016:18853998|18893760","1.000",NA,NA
"17840","scaffold0016:19068196|19079202","10.000",NA,"1.000"
"17841","scaffold0016:19076091|19079202","1.000",NA,NA
"17842","scaffold0016:19110121|19112786","6.000",NA,NA
"17843","scaffold0016:19280884|19286779","39.000","38.000","9.000"
"17844","scaffold0016:19280884|19302965","41.000","38.000","50.000"
"17845","scaffold0016:19280884|19314881",NA,"8.000",NA
"17846","scaffold0016:19286600|19302965",NA,NA,"9.000"
"17847","scaffold0016:19286600|19314881","1.000",NA,NA
"17848","scaffold0016:19302899|19314881",NA,"1.000",NA
"17849","scaffold0016:19314578|19325784",NA,NA,"1.000"
"17850","scaffold0016:19314578|19327441",NA,NA,"4.000"
"17851","scaffold0016:19447697|19467346",NA,"1.000",NA
"17852","scaffold0016:19447697|19480772",NA,NA,"3.000"
"17853","scaffold0016:19447697|19535975","4.000","4.000","2.000"
"17854","scaffold0016:19467240|19498847",NA,NA,"2.000"
"17855","scaffold0016:19467240|19544049",NA,NA,"5.000"
"17856","scaffold0016:19480632|19498847","4.000",NA,"1.000"
"17857","scaffold0016:19480632|19535975",NA,"6.000","1.000"
"17858","scaffold0016:19490958|19498847","10.000",NA,NA
"17859","scaffold0016:19498692|19535975","1.000",NA,"14.000"
"17860","scaffold0016:19535234|19535975","5.000",NA,"9.000"
"17861","scaffold0016:19535576|19535975","47.000","34.000","48.000"
"17862","scaffold0016:19535576|19544049","7.000",NA,"2.000"
"17863","scaffold0016:19535576|19548829",NA,"3.000",NA
"17864","scaffold0016:19916418|20051440","7.000",NA,"2.000"
"17865","scaffold0016:19927609|20051440",NA,NA,"1.000"
"17866","scaffold0016:19934388|19937670",NA,NA,"7.000"
"17867","scaffold0016:19934388|19947310",NA,NA,"2.000"
"17868","scaffold0016:19934388|19958313",NA,NA,"9.000"
"17869","scaffold0016:19934573|19943027",NA,"4.000",NA
"17870","scaffold0016:19935205|19937670","5.000",NA,NA
"17871","scaffold0016:19937621|19943027","3.000",NA,NA
"17872","scaffold0016:19956610|19974991",NA,"16.000",NA
"17873","scaffold0016:19958232|20042430",NA,"3.000",NA
"17874","scaffold0016:19958232|20051440","2.000",NA,NA
"17875","scaffold0016:19964007|20051440",NA,NA,"5.000"
"17876","scaffold0016:19974847|19980300","2.000",NA,NA
"17877","scaffold0016:20005734|20005949","1.000",NA,NA
"17878","scaffold0016:20008717|20051440","3.000","14.000","2.000"
"17879","scaffold0016:20045392|20051440","2.000",NA,NA
"17880","scaffold0016:20045720|20051440","3.000",NA,NA
"17881","scaffold0016:20050510|20051440","4.000",NA,NA
"17882","scaffold0016:20051239|20051440","11.000","6.000","9.000"
"17883","scaffold0016:20051239|20061977",NA,NA,"4.000"
"17884","scaffold0016:20051239|20064365","7.000",NA,NA
"17885","scaffold0016:20051239|20132343",NA,NA,"4.000"
"17886","scaffold0016:20051239|20156620",NA,NA,"5.000"
"17887","scaffold0016:20051239|20181164",NA,NA,"3.000"
"17888","scaffold0016:20051239|20211777","5.000",NA,NA
"17889","scaffold0016:20140189|20141410","2.000",NA,NA
"17890","scaffold0016:20140189|20144335","11.000","2.000","10.000"
"17891","scaffold0016:20140189|20156620","5.000",NA,"1.000"
"17892","scaffold0016:20144195|20156620",NA,NA,"2.000"
"17893","scaffold0016:20144195|20181164","1.000",NA,NA
"17894","scaffold0016:20153390|20181164","12.000","9.000","10.000"
"17895","scaffold0016:20156525|20204864","3.000",NA,NA
"17896","scaffold0016:20176187|20181164","9.000",NA,NA
"17897","scaffold0016:20178540|20181164",NA,"1.000",NA
"17898","scaffold0016:20711486|20721346",NA,"8.000",NA
"17899","scaffold0016:20757312|20765102","2.000",NA,"3.000"
"17900","scaffold0016:21264383|21274130",NA,"13.000",NA
"17901","scaffold0016:21270701|21274130","9.000","15.000","3.000"
"17902","scaffold0016:21303195|21303564",NA,NA,"1.000"
"17903","scaffold0016:21547612|21568949",NA,NA,"2.000"
"17904","scaffold0016:21561144|21562774","11.000",NA,NA
"17905","scaffold0016:21753047|21754164","4.000",NA,NA
"17906","scaffold0016:21873491|21897811","5.000",NA,NA
"17907","scaffold0016:21883489|21897811","10.000",NA,NA
"17908","scaffold0016:21884097|21897811",NA,"4.000",NA
"17909","scaffold0016:21891851|21897811","1.000",NA,NA
"17910","scaffold0016:21897704|21937271",NA,NA,"1.000"
"17911","scaffold0016:22013514|22026409",NA,NA,"1.000"
"17912","scaffold0016:22014965|22063248",NA,NA,"4.000"
"17913","scaffold0016:22130446|22138290","11.000",NA,NA
"17914","scaffold0016:22138194|22142865","23.000","8.000","8.000"
"17915","scaffold0016:22138194|22144191","3.000",NA,"8.000"
"17916","scaffold0016:22466176|22467735","2.000",NA,NA
"17917","scaffold0016:22467684|22478715",NA,"6.000",NA
"17918","scaffold0016:22467684|22493724",NA,NA,"3.000"
"17919","scaffold0016:22484672|22489328",NA,NA,"1.000"
"17920","scaffold0016:22529536|22534436","4.000",NA,NA
"17921","scaffold0016:22529536|22569707",NA,NA,"3.000"
"17922","scaffold0016:22537316|22541698",NA,NA,"1.000"
"17923","scaffold0016:22540721|22541698","3.000",NA,NA
"17924","scaffold0016:22540721|22551272","9.000",NA,NA
"17925","scaffold0016:22540721|22556318","1.000","2.000","1.000"
"17926","scaffold0016:22569560|22593712",NA,"4.000",NA
"17927","scaffold0016:22593586|22597763","2.000",NA,"4.000"
"17928","scaffold0016:22593586|22629619",NA,NA,"5.000"
"17929","scaffold0016:23264429|23332257",NA,"3.000",NA
"17930","scaffold0016:25687088|25702139","2.000",NA,NA
"17931","scaffold0016:25701964|25723021","22.000","14.000","11.000"
"17932","scaffold0016:25701964|25750194","11.000",NA,"2.000"
"17933","scaffold0016:25722833|25723021","2.000","3.000",NA
"17934","scaffold0016:25722833|25750194","15.000","39.000","7.000"
"17935","scaffold0016:25722833|25760916","1.000",NA,NA
"17936","scaffold0016:25811673|25811825","1.000",NA,NA
"17937","scaffold0016:25811673|25861357","4.000",NA,NA
"17938","scaffold0016:25992497|25995268","1.000",NA,NA
"17939","scaffold0016:26025737|26027993","4.000",NA,NA
"17940","scaffold0016:26025737|26028672","5.000",NA,"2.000"
"17941","scaffold0016:26034463|26037641","2.000",NA,NA
"17942","scaffold0016:26034463|26040842","46.000","26.000","14.000"
"17943","scaffold0016:26112917|26116030","4.000",NA,NA
"17944","scaffold0016:28942777|29007754","7.000",NA,NA
"17945","scaffold0016:29007670|29052451","6.000",NA,NA
"17946","scaffold0016:293017|304799",NA,NA,"4.000"
"17947","scaffold0016:293017|319003",NA,"13.000","2.000"
"17948","scaffold0016:29362274|29403286","4.000",NA,NA
"17949","scaffold0016:29513574|29514936","8.000",NA,NA
"17950","scaffold0016:29950584|29964266","9.000",NA,NA
"17951","scaffold0016:30384636|30389277","6.000",NA,"7.000"
"17952","scaffold0016:30389014|30390517","3.000",NA,"6.000"
"17953","scaffold0016:30389014|30392914","4.000",NA,NA
"17954","scaffold0016:304759|319003",NA,"4.000",NA
"17955","scaffold0016:30553657|30574880",NA,"11.000",NA
"17956","scaffold0016:30567035|30574880","69.000","12.000","12.000"
"17957","scaffold0016:30567035|30599767","13.000",NA,NA
"17958","scaffold0016:30574670|30574880","29.000","23.000","16.000"
"17959","scaffold0016:30599589|30636216","7.000","12.000",NA
"17960","scaffold0016:30599589|30650751",NA,NA,"5.000"
"17961","scaffold0016:30636062|30650751",NA,"11.000",NA
"17962","scaffold0016:30734968|30752178","2.000",NA,NA
"17963","scaffold0016:30734968|30758575","3.000","3.000",NA
"17964","scaffold0016:30734968|30771490","6.000",NA,NA
"17965","scaffold0016:30749166|30758575",NA,"4.000",NA
"17966","scaffold0016:30780819|30795014",NA,"5.000",NA
"17967","scaffold0016:30825228|30827382",NA,NA,"1.000"
"17968","scaffold0016:30825228|30866458","2.000",NA,NA
"17969","scaffold0016:30852015|30859834","10.000","23.000","39.000"
"17970","scaffold0016:30866180|30888154","5.000",NA,"2.000"
"17971","scaffold0016:30881981|30888154","1.000",NA,NA
"17972","scaffold0016:30883975|30886046","2.000",NA,NA
"17973","scaffold0016:30883975|30892563","6.000",NA,NA
"17974","scaffold0016:30886992|30892563","11.000",NA,"4.000"
"17975","scaffold0016:30886992|30939228",NA,"6.000",NA
"17976","scaffold0016:30928973|30939228","6.000",NA,"6.000"
"17977","scaffold0016:30938973|30939228","87.000","119.000","149.000"
"17978","scaffold0016:30938973|30947023",NA,"20.000",NA
"17979","scaffold0016:31005289|31008981",NA,"7.000",NA
"17980","scaffold0016:31022677|31025595","17.000","6.000","2.000"
"17981","scaffold0016:31033774|31043566",NA,"8.000",NA
"17982","scaffold0016:31042696|31043566",NA,"24.000","1.000"
"17983","scaffold0016:31072363|31074140","18.000","15.000","5.000"
"17984","scaffold0016:31111132|31113011",NA,NA,"2.000"
"17985","scaffold0016:31170581|31175769",NA,NA,"4.000"
"17986","scaffold0016:31257068|31261021","24.000",NA,NA
"17987","scaffold0016:31257068|31368072","6.000","8.000",NA
"17988","scaffold0016:31273783|31382983","3.000",NA,NA
"17989","scaffold0016:31275464|31275709","8.000",NA,NA
"17990","scaffold0016:31275464|31377523","2.000",NA,NA
"17991","scaffold0016:31366537|31368072",NA,NA,"1.000"
"17992","scaffold0016:31377418|31382983",NA,"2.000",NA
"17993","scaffold0016:31406459|31408940","4.000","6.000",NA
