"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100323660|100333636",2,NA,8
"9227","scaffold0014:27232358|27234356",2,NA,NA
"9228","scaffold0014:27241983|27242430",NA,7,NA
"9229","scaffold0014:27254671|27262222",526,413,434
"9230","scaffold0014:27269874|27272154",91,78,110
"9231","scaffold0014:27272006|27280440",NA,NA,4
"9232","scaffold0014:27343178|27343329",7,NA,NA
"9233","scaffold0014:27348241|27354564",1,1,NA
"9234","scaffold0014:27380489|27384481",15,NA,NA
"9235","scaffold0014:27826484|27837572",NA,1,NA
"9236","scaffold0014:27878225|27880858",NA,10,1
"9237","scaffold0014:27897090|27927297",8,NA,NA
"9238","scaffold0014:27901649|27911821",1,NA,NA
"9239","scaffold0014:27911603|27927297",6,NA,1
"9240","scaffold0014:27915464|27937839",3,NA,NA
"9241","scaffold0014:281350|287838",4,NA,NA
"9242","scaffold0014:282942|287838",NA,6,NA
"9243","scaffold0014:28883810|28904987",14,NA,2
"9244","scaffold0014:28897955|28904987",19,NA,1
"9245","scaffold0014:2995705|2995857",NA,9,2
"9246","scaffold0014:29981292|29994725",13,10,NA
"9247","scaffold0014:29994587|30010794",7,6,NA
"9248","scaffold0014:30723225|30723907",10,NA,4
"9249","scaffold0014:31237054|31238494",7,NA,NA
"9250","scaffold0014:31237942|31238494",NA,1,3
"9251","scaffold0014:31238109|31238385",2,NA,NA
"9252","scaffold0014:31442489|31481089",2,NA,NA
"9253","scaffold0014:31442489|31483050",1,NA,NA
"9254","scaffold0014:31442489|31532034",4,NA,NA
"9255","scaffold0014:31458977|31471404",4,NA,NA
"9256","scaffold0014:31460042|31471404",2,NA,NA
"9257","scaffold0014:31460042|31541735",3,NA,NA
"9258","scaffold0014:31463884|31481089",NA,NA,1
"9259","scaffold0014:31471266|31477136",NA,NA,15
"9260","scaffold0014:31471266|31532034",NA,6,NA
"9261","scaffold0014:31476923|31481089",3,NA,NA
"9262","scaffold0014:31476923|31483050",1,NA,NA
"9263","scaffold0014:31476923|31532034",NA,NA,3
"9264","scaffold0014:3148035|3151466",14,NA,NA
"9265","scaffold0014:3148035|3162344",2,11,NA
"9266","scaffold0014:3148035|3166767",NA,8,NA
"9267","scaffold0014:31524079|31532034",96,52,49
"9268","scaffold0014:31524079|31541735",82,39,30
"9269","scaffold0014:31524079|31555415",302,295,126
"9270","scaffold0014:31531874|31541735",12,3,NA
"9271","scaffold0014:31531874|31555415",34,25,21
"9272","scaffold0014:31598455|31602817",5,NA,NA
"9273","scaffold0014:3161476|3162344",5,5,NA
"9274","scaffold0014:3161476|3166767",6,NA,NA
"9275","scaffold0014:3174222|3183362",3,5,NA
"9276","scaffold0014:3174222|3185934",8,NA,NA
"9277","scaffold0014:3179115|3183362",NA,3,NA
"9278","scaffold0014:3183120|3185934",14,37,4
"9279","scaffold0014:327686|330709",NA,NA,2
"9280","scaffold0014:34909846|34912181",1,NA,NA
"9281","scaffold0014:35588313|35588495",2,NA,NA
"9282","scaffold0014:35617824|35622485",41,49,79
"9283","scaffold0014:35854483|35858958",10,NA,NA
"9284","scaffold0014:36115845|36119350",3,4,1
"9285","scaffold0014:36667713|36668742",3,NA,NA
"9286","scaffold0014:36669693|36674569",3,NA,4
"9287","scaffold0014:36677275|36679754",17,10,14
"9288","scaffold0014:36775671|36796811",1,NA,NA
"9289","scaffold0014:36776972|36782773",NA,NA,1
"9290","scaffold0014:36990024|36991569",NA,NA,3
"9291","scaffold0014:36998664|37000125",NA,NA,4
"9292","scaffold0014:37440949|37456073",NA,NA,1
"9293","scaffold0014:37448753|37456073",1,NA,NA
"9294","scaffold0014:37489065|37494501",NA,NA,1
"9295","scaffold0014:37491495|37494501",2,NA,2
"9296","scaffold0014:37505573|37509091",94,95,48
"9297","scaffold0014:37588105|37591836",NA,NA,11
"9298","scaffold0014:37831318|37843011",NA,NA,2
"9299","scaffold0014:37845955|37847363",38,28,61
"9300","scaffold0014:37847183|37868369",1,NA,NA
"9301","scaffold0014:37848566|37855581",3,NA,NA
"9302","scaffold0014:37853187|37856591",NA,NA,3
"9303","scaffold0014:37854377|37856591",NA,NA,2
"9304","scaffold0014:37856515|37856834",2,NA,NA
"9305","scaffold0014:37856515|37858315",27,16,5
"9306","scaffold0014:37856515|37860091",3,8,4
"9307","scaffold0014:37856515|37868369",4,NA,NA
"9308","scaffold0014:37856667|37868369",NA,5,NA
"9309","scaffold0014:37862796|37865127",11,7,7
"9310","scaffold0014:37862796|37868369",44,9,15
"9311","scaffold0014:37888347|37888517",NA,14,NA
"9312","scaffold0014:37888347|37923421",4,7,16
"9313","scaffold0014:37888347|37950713",14,NA,NA
"9314","scaffold0014:3980510|3981902",81,NA,NA
"9315","scaffold0014:3980510|3988157",1,NA,NA
"9316","scaffold0014:4084254|4086598",30,8,33
"9317","scaffold0014:41275114|41281466",2,NA,NA
"9318","scaffold0014:41275114|41286482",15,9,18
"9319","scaffold0014:41276186|41293142",NA,4,NA
"9320","scaffold0014:41281360|41286482",56,50,62
"9321","scaffold0014:41281360|41293142",103,44,39
"9322","scaffold0014:41281360|41307483",NA,NA,10
"9323","scaffold0014:41453246|41463748",4,NA,NA
"9324","scaffold0014:41493044|41502824",NA,6,32
"9325","scaffold0014:41493044|41508051",2,NA,8
"9326","scaffold0014:41506602|41508051",1,NA,NA
"9327","scaffold0014:41542350|41563216",2,NA,NA
"9328","scaffold0014:4190473|4192011",5,NA,3
"9329","scaffold0014:4190473|4193968",NA,5,NA
"9330","scaffold0014:4190473|4194885",3,4,NA
"9331","scaffold0014:4190473|4196741",1,NA,7
"9332","scaffold0014:4190473|4200338",1,12,13
"9333","scaffold0014:4194513|4194885",542,170,343
"9334","scaffold0014:4194513|4200338",141,34,75
"9335","scaffold0014:4204847|4210550",NA,NA,3
"9336","scaffold0014:4218405|4221568",NA,NA,1
"9337","scaffold0014:4218405|4223873",1,NA,NA
"9338","scaffold0014:4218405|4233402",NA,3,NA
"9339","scaffold0014:4223765|4225762",31,18,7
"9340","scaffold0014:4223765|4228478",1,NA,NA
"9341","scaffold0014:4231541|4241140",1,NA,NA
"9342","scaffold0014:42408840|42410594",NA,2,NA
"9343","scaffold0014:4241018|4246547",4,NA,NA
"9344","scaffold0014:42438483|42441066",9,28,9
"9345","scaffold0014:42439354|42441993",1,NA,NA
"9346","scaffold0014:42439354|42442791",1,NA,NA
"9347","scaffold0014:42916584|42918451",NA,NA,8
"9348","scaffold0014:42916584|42921778",NA,NA,4
"9349","scaffold0014:42964145|42977020",5,NA,NA
"9350","scaffold0014:42970559|42976547",NA,NA,3
"9351","scaffold0014:42970559|42977020",2,8,NA
"9352","scaffold0014:42989133|42994217",4,NA,NA
"9353","scaffold0014:43025147|43026936",1,NA,NA
"9354","scaffold0014:43128864|43145792",5,NA,NA
"9355","scaffold0014:43429537|43431419",6,16,2
"9356","scaffold0014:4400680|4409307",32,NA,NA
"9357","scaffold0014:44166112|44179474",NA,24,NA
"9358","scaffold0014:44626080|44646943",NA,NA,1
"9359","scaffold0014:46905381|46911294",151,111,206
"9360","scaffold0014:46905381|46935124",NA,10,NA
"9361","scaffold0014:46905381|46951559",NA,NA,7
"9362","scaffold0014:46905381|47061044",1,NA,NA
"9363","scaffold0014:46935013|46953328",30,21,18
"9364","scaffold0014:46935013|47061044",15,6,11
"9365","scaffold0014:46951416|46953328",NA,13,NA
"9366","scaffold0014:46951416|47108332",NA,4,NA
"9367","scaffold0014:47060919|47072474",NA,13,2
"9368","scaffold0014:47060919|47108332",NA,15,NA
"9369","scaffold0014:47072321|47098515",NA,4,NA
"9370","scaffold0014:47079796|47098515",12,NA,NA
"9371","scaffold0014:47098429|47106101",4,1,NA
"9372","scaffold0014:47098429|47108332",93,25,35
"9373","scaffold0014:47098429|47139048",NA,NA,6
"9374","scaffold0014:47098429|47144333",15,14,15
"9375","scaffold0014:47105955|47132958",2,NA,NA
"9376","scaffold0014:47105955|47144333",NA,NA,1
"9377","scaffold0014:47132814|47139048",4,6,9
"9378","scaffold0014:47132814|47142299",NA,NA,1
"9379","scaffold0014:47132814|47144333",44,16,16
"9380","scaffold0014:47142173|47144333",4,NA,NA
"9381","scaffold0014:47142173|47165508",1,NA,NA
"9382","scaffold0014:47144211|47159500",NA,5,NA
"9383","scaffold0014:47151194|47159500",1,NA,NA
"9384","scaffold0014:47156838|47165508",NA,3,NA
"9385","scaffold0014:47236134|47248661",2,NA,NA
"9386","scaffold0014:47248465|47248661",NA,4,NA
"9387","scaffold0014:47300209|47329531",NA,6,NA
"9388","scaffold0014:47318644|47320023",1,NA,NA
"9389","scaffold0014:47318644|47329531",NA,5,6
"9390","scaffold0014:47329419|47353506",NA,NA,2
"9391","scaffold0014:47344270|47353506",2,NA,NA
"9392","scaffold0014:47344270|47362471",NA,NA,2
"9393","scaffold0014:47347443|47353506",23,NA,NA
"9394","scaffold0014:47352077|47378406",NA,2,NA
"9395","scaffold0014:47381177|47381645",6,NA,NA
"9396","scaffold0014:47381183|47381645",2,NA,NA
"9397","scaffold0014:47384251|47396003",4,NA,NA
"9398","scaffold0014:47384251|47410351",NA,6,NA
"9399","scaffold0014:47389675|47396003",10,11,7
"9400","scaffold0014:47389675|47410351",4,8,NA
"9401","scaffold0014:47395915|47417967",NA,NA,10
"9402","scaffold0014:47410184|47417967",NA,9,7
"9403","scaffold0014:47410184|47429690",NA,NA,2
"9404","scaffold0014:47410184|47446140",NA,4,4
"9405","scaffold0014:47558622|47573270",2,NA,NA
"9406","scaffold0014:47565331|47565969",4,NA,3
"9407","scaffold0014:47565331|47571134",8,NA,NA
"9408","scaffold0014:47624969|47627702",18,12,NA
"9409","scaffold0014:48848506|48857291",3,NA,2
"9410","scaffold0014:48857106|48896252",NA,NA,5
"9411","scaffold0014:48896271|48897199",3,NA,NA
"9412","scaffold0014:48905066|48905659",NA,NA,5
"9413","scaffold0014:48906555|48907365",NA,NA,5
"9414","scaffold0014:48913616|48913790",1,NA,3
"9415","scaffold0014:48923778|48928019",2,NA,3
"9416","scaffold0014:48923778|48930836",10,NA,NA
"9417","scaffold0014:49032201|49032432",NA,8,NA
"9418","scaffold0014:49038964|49039561",458,87,54
"9419","scaffold0014:49040272|49040635",3,NA,3
"9420","scaffold0014:49052518|49055078",NA,3,NA
"9421","scaffold0014:49070325|49070573",31,12,NA
"9422","scaffold0014:49071853|49072205",4,NA,NA
"9423","scaffold0014:49203604|49204465",NA,NA,5
"9424","scaffold0014:49203605|49204465",NA,NA,1
"9425","scaffold0014:49203620|49204465",NA,NA,5
"9426","scaffold0014:49203622|49204465",1,NA,NA
"9427","scaffold0014:49203626|49204465",NA,5,1
"9428","scaffold0014:49203627|49204465",3,6,NA
"9429","scaffold0014:49203628|49204465",2,NA,NA
"9430","scaffold0014:49203629|49204465",NA,8,NA
"9431","scaffold0014:49203635|49204465",1,NA,NA
"9432","scaffold0014:49207371|49207783",NA,NA,2
"9433","scaffold0014:49212248|49212863",NA,1,NA
"9434","scaffold0014:49212863|49215661",NA,NA,2
"9435","scaffold0014:49214009|49215661",NA,4,NA
"9436","scaffold0014:49269631|49269868",46,35,26
"9437","scaffold0014:49269631|49270195",NA,NA,4
"9438","scaffold0014:49269940|49270195",NA,11,9
"9439","scaffold0014:49273428|49274354",NA,NA,2
"9440","scaffold0014:4928978|4948736",NA,18,NA
"9441","scaffold0014:49334290|49334514",NA,NA,2
"9442","scaffold0014:49344606|49344812",NA,4,NA
"9443","scaffold0014:49345387|49345715",16,NA,3
"9444","scaffold0014:49352798|49352965",NA,8,NA
"9445","scaffold0014:49357246|49357599",NA,NA,3
"9446","scaffold0014:49410689|49410876",NA,NA,1
"9447","scaffold0014:4941131|4941290",NA,NA,4
"9448","scaffold0014:4941131|4943382",12,51,4
"9449","scaffold0014:49414710|49421602",2,NA,NA
"9450","scaffold0014:49420559|49421602",201,173,112
"9451","scaffold0014:49420633|49420792",1,NA,NA
"9452","scaffold0014:49445553|49445907",NA,NA,4
"9453","scaffold0014:49445553|49447047",NA,6,NA
"9454","scaffold0014:49445553|49450975",NA,2,NA
"9455","scaffold0014:49446894|49450975",2,NA,NA
"9456","scaffold0014:49446894|49454051",10,NA,20
"9457","scaffold0014:49457316|49457785",2,NA,NA
"9458","scaffold0014:49461775|49461956",NA,NA,3
"9459","scaffold0014:49462036|49462318",1,NA,NA
"9460","scaffold0014:49462386|49462712",49,34,22
"9461","scaffold0014:49462386|49463005",9,NA,6
"9462","scaffold0014:49494176|49494422",5,NA,NA
"9463","scaffold0014:49528161|49528469",24,NA,12
"9464","scaffold0014:49548139|49549131",8,NA,NA
"9465","scaffold0014:49558927|49559018",1,2,1
"9466","scaffold0014:49558927|49559209",1,NA,NA
"9467","scaffold0014:49560786|49560961",10,4,3
"9468","scaffold0014:49561732|49562162",NA,4,NA
"9469","scaffold0014:49562235|49562462",6,8,3
"9470","scaffold0014:49579260|49579548",NA,9,NA
"9471","scaffold0014:49614901|49615298",NA,3,NA
"9472","scaffold0014:49669400|49669756",4,NA,NA
"9473","scaffold0014:49672150|49672403",NA,NA,3
"9474","scaffold0014:49674667|49675033",NA,NA,4
"9475","scaffold0014:49676529|49676753",6,NA,NA
"9476","scaffold0014:49683674|49683805",NA,3,NA
"9477","scaffold0014:49710394|49713520",5,NA,NA
"9478","scaffold0014:49825860|49826878",7,NA,NA
"9479","scaffold0014:49839791|49839983",8,NA,NA
"9480","scaffold0014:49873310|49873738",NA,5,NA
"9481","scaffold0014:49873653|49874287",7,NA,NA
"9482","scaffold0014:5060488|5066541",62,124,21
"9483","scaffold0014:5111554|5112015",NA,4,NA
"9484","scaffold0014:5111554|5132904",9,6,NA
"9485","scaffold0014:5111554|5161172",7,NA,NA
"9486","scaffold0014:5111554|5218683",3,NA,2
"9487","scaffold0014:5111554|5244946",NA,6,NA
"9488","scaffold0014:5132696|5132904",5,6,3
"9489","scaffold0014:5132696|5161172",6,16,4
"9490","scaffold0014:5160964|5218683",NA,1,NA
"9491","scaffold0014:5218571|5244946",NA,24,9
"9492","scaffold0014:5236436|5244946",12,7,4
"9493","scaffold0014:5454233|5458606",NA,NA,2
"9494","scaffold0014:5463658|5475029",2,NA,NA
"9495","scaffold0014:5474921|5477720",5,NA,NA
"9496","scaffold0014:5554297|5571860",4,NA,NA
"9497","scaffold0014:5554297|5591874",NA,NA,3
"9498","scaffold0014:5599599|5599839",2,NA,NA
"9499","scaffold0014:5690712|5693668",4,NA,NA
"9500","scaffold0014:5834625|5840604",138,57,17
"9501","scaffold0014:5853930|5900895",NA,10,NA
"9502","scaffold0014:5900059|5900895",77,18,23
"9503","scaffold0014:5900059|5917453",1,NA,1
"9504","scaffold0014:5900059|5923105",35,3,3
"9505","scaffold0014:5917338|5923105",2,NA,NA
"9506","scaffold0014:5921475|5923105",NA,4,NA
"9507","scaffold0014:6093448|6097623",NA,NA,1
"9508","scaffold0014:6097354|6097623",215,118,177
"9509","scaffold0014:6107937|6108129",1,NA,NA
"9510","scaffold0014:6109054|6173919",3,NA,NA
"9511","scaffold0014:6117658|6129355",59,30,62
"9512","scaffold0014:6117658|6173919",NA,9,4
"9513","scaffold0014:6129173|6173919",6,2,4
"9514","scaffold0014:615525|621201",17,NA,9
"9515","scaffold0014:615525|638988",7,NA,1
"9516","scaffold0014:6172827|6173919",305,143,138
"9517","scaffold0014:6172827|6279894",NA,1,NA
"9518","scaffold0014:6233183|6239346",4,NA,5
"9519","scaffold0014:6233183|6241195",5,NA,2
"9520","scaffold0014:6233183|6258523",2,NA,5
"9521","scaffold0014:6258395|6267268",NA,NA,5
"9522","scaffold0014:6279673|6279894",4,NA,NA
"9523","scaffold0014:6279673|6293348",1,NA,1
"9524","scaffold0014:6293144|6302974",NA,1,NA
"9525","scaffold0014:6293144|6309526",NA,NA,4
"9526","scaffold0014:6305745|6318724",NA,NA,9
"9527","scaffold0014:6309117|6318724",2,NA,2
"9528","scaffold0014:6342599|6356482",1,NA,NA
"9529","scaffold0014:6351822|6356482",1,NA,NA
"9530","scaffold0014:6402864|6421698",1,NA,NA
"9531","scaffold0014:6402864|6446992",1,3,NA
"9532","scaffold0014:6421305|6421698",NA,NA,5
"9533","scaffold0014:6440267|6446992",2,NA,NA
"9534","scaffold0014:6478518|6487335",5,NA,4
"9535","scaffold0014:6478518|6501437",10,NA,NA
"9536","scaffold0014:6481835|6487335",1,NA,NA
"9537","scaffold0014:6509609|6513487",NA,NA,1
"9538","scaffold0014:6529562|6535849",NA,12,NA
"9539","scaffold0014:6591505|6601921",2,NA,NA
"9540","scaffold0014:6732096|6735460",59,57,56
"9541","scaffold0014:6738658|6744255",1,NA,NA
"9542","scaffold0014:6913937|6915435",NA,NA,1
"9543","scaffold0014:6913937|6915921",3,NA,NA
"9544","scaffold0014:6914815|6915350",5,NA,NA
"9545","scaffold0014:6915350|6915921",6,NA,NA
"9546","scaffold0014:6923039|6926654",NA,NA,4
"9547","scaffold0014:6925835|6926654",155,58,98
"9548","scaffold0014:7005607|7006311",2,NA,3
"9549","scaffold0014:7335860|7366365",2,NA,NA
"9550","scaffold0014:7335860|7402854",2,NA,NA
"9551","scaffold0014:7656786|7661140",NA,NA,3
"9552","scaffold0014:7658524|7661140",11,NA,5
"9553","scaffold0014:7688976|7690075",6,NA,NA
"9554","scaffold0014:7702624|7704260",NA,3,NA
"9555","scaffold0014:7704756|7707986",5,NA,NA
"9556","scaffold0014:7711036|7711823",1,NA,NA
"9557","scaffold0014:7717294|7718901",NA,NA,5
"9558","scaffold0014:7720392|7723898",NA,4,NA
"9559","scaffold0014:7722733|7723898",37,34,12
"9560","scaffold0014:7723312|7723746",1,NA,NA
"9561","scaffold0014:7733015|7733629",NA,4,NA
"9562","scaffold0014:7733015|7738858",1,NA,NA
"9563","scaffold0014:7743884|7758118",NA,NA,1
"9564","scaffold0014:7751745|7753790",2,NA,NA
"9565","scaffold0014:7751745|7760064",15,NA,8
"9566","scaffold0014:7754377|7758118",NA,NA,4
"9567","scaffold0014:7757998|7760064",88,122,71
"9568","scaffold0014:7759063|7760064",124,47,NA
"9569","scaffold0014:7994449|7995283",21,NA,6
"9570","scaffold0014:7995208|7997043",1,NA,NA
"9571","scaffold0014:8235224|8235743",4,NA,NA
"9572","scaffold0014:8238360|8239236",1,NA,NA
"9573","scaffold0014:8297124|8304018",3,NA,NA
"9574","scaffold0014:8303807|8317892",3,5,NA
"9575","scaffold0014:8628852|8631395",NA,7,NA
"9576","scaffold0014:9148010|9165958",NA,86,NA
"9577","scaffold0014:9165859|9255850",3,NA,NA
"9578","scaffold0014:9165859|9334333",NA,1,NA
"9579","scaffold0014:9255731|9334333",46,21,4
"9580","scaffold0014:952866|954526",NA,13,NA
"9581","scaffold0014:954343|954526",2,NA,NA
"9582","scaffold0014:9778875|9783672",2,NA,NA
"9583","scaffold0014:9817335|9821894",NA,NA,1
"9584","scaffold0015:10004758|10012013",NA,NA,4
"9585","scaffold0015:10006346|10012013",NA,NA,2
"9586","scaffold0015:10044950|10046966",41,25,13
"9587","scaffold0015:10089334|10091389",122,74,38
"9588","scaffold0015:10089334|10092618",146,103,40
"9589","scaffold0015:10143065|10146585",17,25,10
"9590","scaffold0015:10206676|10206802",1,NA,NA
"9591","scaffold0015:10231695|10232109",5,NA,NA
"9592","scaffold0015:10265741|10306985",NA,1,NA
"9593","scaffold0015:10280701|10287273",6,4,NA
"9594","scaffold0015:10306911|10340090",8,NA,NA
"9595","scaffold0015:10406742|10415629",17,52,NA
"9596","scaffold0015:10449367|10455918",7,NA,10
"9597","scaffold0015:10452848|10455918",11,NA,9
"9598","scaffold0015:10464500|10467774",2,NA,NA
"9599","scaffold0015:10478569|10481139",17,NA,NA
"9600","scaffold0015:10478569|10485595",NA,35,14
"9601","scaffold0015:10484833|10485595",287,126,97
"9602","scaffold0015:10490785|10493586",NA,NA,8
"9603","scaffold0015:10502885|10514306",4,NA,NA
"9604","scaffold0015:10511522|10514306",5,NA,NA
"9605","scaffold0015:10549426|10558065",5,NA,NA
"9606","scaffold0015:10554733|10555126",231,115,65
"9607","scaffold0015:10564505|10566571",NA,1,NA
"9608","scaffold0015:10592915|10594534",NA,NA,6
"9609","scaffold0015:1061510|1061796",NA,NA,4
"9610","scaffold0015:10714913|10718440",24,NA,NA
"9611","scaffold0015:10762285|10765313",6,NA,1
"9612","scaffold0015:10764787|10765313",3,NA,1
"9613","scaffold0015:10792941|10793157",NA,NA,2
"9614","scaffold0015:10792941|10795459",NA,NA,1
"9615","scaffold0015:10819137|10825946",NA,NA,1
"9616","scaffold0015:10821262|10825946",NA,NA,1
"9617","scaffold0015:10824866|10825946",NA,NA,2
"9618","scaffold0015:10836617|10837941",30,NA,20
"9619","scaffold0015:10836617|10864096",NA,NA,1
"9620","scaffold0015:10855165|10858908",9,NA,8
"9621","scaffold0015:10855165|10864096",NA,5,3
"9622","scaffold0015:10952348|10952785",3,NA,NA
"9623","scaffold0015:11020686|11022751",5,10,NA
"9624","scaffold0015:11020686|11027389",22,NA,NA
"9625","scaffold0015:11020686|11029204",6,NA,NA
"9626","scaffold0015:11038607|11039047",9,NA,2
"9627","scaffold0015:11038670|11038875",NA,8,NA
"9628","scaffold0015:11115506|11116816",29,13,19
"9629","scaffold0015:11115506|11130586",1,NA,NA
"9630","scaffold0015:11115506|11131729",5,NA,NA
"9631","scaffold0015:1121448|1123732",11,NA,NA
"9632","scaffold0015:1121448|1127013",NA,9,NA
"9633","scaffold0015:1129269|1142193",1,7,NA
"9634","scaffold0015:1133082|1134895",NA,NA,8
"9635","scaffold0015:1141241|1142193",45,32,81
"9636","scaffold0015:1143392|1144224",NA,NA,1
"9637","scaffold0015:1143524|1144094",5,NA,NA
"9638","scaffold0015:11515241|11536196",19,9,NA
"9639","scaffold0015:11522430|11533085",14,NA,4
"9640","scaffold0015:11522430|11536196",2,NA,NA
"9641","scaffold0015:11532986|11536196",124,80,98
"9642","scaffold0015:11630945|11638596",5,NA,NA
"9643","scaffold0015:11630945|11642412",12,NA,NA
"9644","scaffold0015:11633315|11638596",27,38,12
"9645","scaffold0015:11633315|11642412",43,3,44
"9646","scaffold0015:11638380|11638596",3,NA,NA
"9647","scaffold0015:11641940|11642412",NA,NA,7
