"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100315302|100318708",4,NA,NA
"13539","scaffold0016:607394|667805",NA,NA,4
"13540","scaffold0016:6223170|6229779",2,NA,NA
"13541","scaffold0016:667608|677004",4,NA,NA
"13542","scaffold0016:7086818|7087017",8,NA,NA
"13543","scaffold0016:7132106|7132256",NA,NA,2
"13544","scaffold0016:7133564|7133727",2,NA,NA
"13545","scaffold0016:7726338|7736729",4,NA,2
"13546","scaffold0016:7726358|7726641",3,NA,NA
"13547","scaffold0016:7747511|7772225",8,NA,NA
"13548","scaffold0016:7747511|7776830",NA,NA,2
"13549","scaffold0016:7750508|7776830",NA,13,NA
"13550","scaffold0016:8621014|8622927",5,NA,NA
"13551","scaffold0016:894931|895486",6,NA,NA
"13552","scaffold0016:9429802|9434079",NA,NA,8
"13553","scaffold0016:9429802|9449166",NA,2,NA
"13554","scaffold0016:9433338|9434079",33,NA,NA
"13555","scaffold0016:9433338|9449166",11,NA,NA
"13556","scaffold0016:9447408|9449163",3,NA,8
"13557","scaffold0016:9447408|9449166",9,NA,NA
"13558","scaffold0016:9447408|9461102",8,10,NA
"13559","scaffold0016:9447408|9465143",12,NA,NA
"13560","scaffold0016:9460966|9479303",2,NA,NA
"13561","scaffold0016:9464646|9479303",NA,NA,6
"13562","scaffold0016:9472728|9479303",85,16,42
"13563","scaffold0016:9479125|9479303",958,422,415
"13564","scaffold0016:9528313|9529512",NA,6,NA
"13565","scaffold0016:9538620|9541981",NA,NA,2
"13566","scaffold0016:9538620|9543035",4,8,NA
"13567","scaffold0016:9542065|9542257",6,NA,NA
"13568","scaffold0016:9634881|9635841",5,NA,4
"13569","scaffold0016:9634881|9637961",NA,NA,2
"13570","scaffold0016:9634881|9649501",5,5,NA
"13571","scaffold0016:9646888|9647031",NA,8,NA
"13572","scaffold0016:9668398|9668650",NA,4,NA
"13573","scaffold0016:9832769|9835653",3,NA,NA
"13574","scaffold0016:9952689|9959701",11,NA,NA
"13575","scaffold0016:9979177|10002110",3,NA,NA
"13576","scaffold0016:9991693|10002110",NA,NA,2
"13577","scaffold0017:100205|101382",2,NA,NA
"13578","scaffold0017:11469661|11469956",6,NA,NA
"13579","scaffold0017:1208229|1208428",NA,4,NA
"13580","scaffold0017:1211535|1213680",NA,4,NA
"13581","scaffold0017:1213620|1214830",6,NA,NA
"13582","scaffold0017:12231561|12233318",7,NA,NA
"13583","scaffold0017:1259050|1259248",2,NA,NA
"13584","scaffold0017:13075431|13075685",4,NA,NA
"13585","scaffold0017:13581744|13617197",2,NA,NA
"13586","scaffold0017:1363235|1363867",NA,6,NA
"13587","scaffold0017:1388298|1394439",NA,NA,2
"13588","scaffold0017:1389816|1391304",NA,4,NA
"13589","scaffold0017:14196022|14199065",12,NA,NA
"13590","scaffold0017:14198231|14199065",12,NA,6
"13591","scaffold0017:14249607|14250948",13,8,2
"13592","scaffold0017:1428481|1431305",NA,NA,2
"13593","scaffold0017:14318063|14319633",2,NA,NA
"13594","scaffold0017:14446304|14480056",NA,NA,8
"13595","scaffold0017:14463468|14480056",NA,NA,8
"13596","scaffold0017:14466161|14480025",NA,5,2
"13597","scaffold0017:14466161|14480056",15,18,12
"13598","scaffold0017:14570152|14570338",2,NA,NA
"13599","scaffold0017:14592374|14593137",NA,NA,2
"13600","scaffold0017:14592374|14593163",NA,NA,4
"13601","scaffold0017:146746|146983",NA,2,NA
"13602","scaffold0017:14714564|14715280",NA,3,2
"13603","scaffold0017:14714564|14715474",4,NA,NA
"13604","scaffold0017:14715853|14716033",2,NA,NA
"13605","scaffold0017:14806970|14810181",12,2,8
"13606","scaffold0017:14830843|14831754",5,NA,NA
"13607","scaffold0017:14831124|14831958",2,NA,NA
"13608","scaffold0017:14833052|14833184",4,NA,NA
"13609","scaffold0017:14834537|14835043",NA,NA,2
"13610","scaffold0017:14835581|14836082",NA,NA,2
"13611","scaffold0017:14841804|14842282",2,NA,NA
"13612","scaffold0017:14853872|14855333",11,NA,29
"13613","scaffold0017:14853872|14868053",6,NA,NA
"13614","scaffold0017:1486447|1487962",NA,23,10
"13615","scaffold0017:14867919|14868248",NA,8,NA
"13616","scaffold0017:14867919|14876299",2,12,2
"13617","scaffold0017:14875296|14875479",2,NA,NA
"13618","scaffold0017:14875296|14876299",NA,NA,6
"13619","scaffold0017:14891956|14892393",NA,NA,2
"13620","scaffold0017:14913352|14921598",NA,NA,3
"13621","scaffold0017:14921252|14921598",53,168,75
"13622","scaffold0017:14921307|14921598",6,NA,NA
"13623","scaffold0017:14949518|14956861",7,NA,NA
"13624","scaffold0017:15043568|15044584",NA,NA,5
"13625","scaffold0017:15050937|15055241",6,NA,NA
"13626","scaffold0017:15094414|15095504",NA,12,NA
"13627","scaffold0017:15109213|15110892",2,NA,NA
"13628","scaffold0017:1511071|1511546",NA,3,NA
"13629","scaffold0017:15152984|15164206",NA,14,NA
"13630","scaffold0017:15175971|15176320",NA,NA,8
"13631","scaffold0017:15177613|15178951",2,NA,NA
"13632","scaffold0017:15227460|15234357",27,25,NA
"13633","scaffold0017:15227460|15247731",NA,NA,6
"13634","scaffold0017:15252865|15254397",10,NA,NA
"13635","scaffold0017:15252865|15260150",NA,NA,6
"13636","scaffold0017:15252865|15261626",6,NA,NA
"13637","scaffold0017:15288187|15288503",6,NA,NA
"13638","scaffold0017:15299230|15299684",NA,17,NA
"13639","scaffold0017:15302682|15307011",4,NA,NA
"13640","scaffold0017:15305977|15307011",NA,NA,18
"13641","scaffold0017:15317922|15324785",NA,4,10
"13642","scaffold0017:15317922|15345476",NA,NA,4
"13643","scaffold0017:15324229|15324785",NA,16,15
"13644","scaffold0017:15335865|15337864",NA,10,NA
"13645","scaffold0017:15335865|15338957",NA,NA,11
"13646","scaffold0017:15335865|15343403",10,NA,NA
"13647","scaffold0017:15338517|15338957",30,21,33
"13648","scaffold0017:15338517|15343403",22,13,NA
"13649","scaffold0017:15338853|15345476",NA,6,NA
"13650","scaffold0017:15361142|15367776",NA,10,NA
"13651","scaffold0017:15367626|15376981",NA,NA,6
"13652","scaffold0017:15387748|15389094",2,5,NA
"13653","scaffold0017:15396582|15397379",2,NA,NA
"13654","scaffold0017:15406740|15406923",4,NA,NA
"13655","scaffold0017:15768996|15769791",29,20,3
"13656","scaffold0017:15769065|15769221",NA,NA,2
"13657","scaffold0017:15793912|15798066",7,NA,5
"13658","scaffold0017:15864228|15876579",NA,12,NA
"13659","scaffold0017:15876427|15883579",8,NA,3
"13660","scaffold0017:15925571|15926207",6,46,16
"13661","scaffold0017:15933777|15934095",6,NA,NA
"13662","scaffold0017:15945988|15947010",NA,NA,3
"13663","scaffold0017:15951547|15957469",NA,NA,4
"13664","scaffold0017:15957150|15963294",NA,NA,2
"13665","scaffold0017:16021103|16021317",10,NA,13
"13666","scaffold0017:16021103|16050088",14,NA,8
"13667","scaffold0017:16021103|16068904",27,15,2
"13668","scaffold0017:1606336|1606820",47,30,20
"13669","scaffold0017:16068707|16068904",6,NA,NA
"13670","scaffold0017:16068707|16088642",28,4,NA
"13671","scaffold0017:16112457|16113058",NA,3,NA
"13672","scaffold0017:16126197|16126405",9,NA,NA
"13673","scaffold0017:16223039|16223316",NA,NA,2
"13674","scaffold0017:16225459|16232408",NA,NA,2
"13675","scaffold0017:16252347|16257172",7,NA,NA
"13676","scaffold0017:16342029|16357026",4,NA,NA
"13677","scaffold0017:16351258|16353944",NA,2,NA
"13678","scaffold0017:16351258|16357026",16,NA,NA
"13679","scaffold0017:16353753|16357026",60,NA,8
"13680","scaffold0017:16353837|16357026",NA,NA,2
"13681","scaffold0017:16369710|16370014",NA,NA,6
"13682","scaffold0017:16390875|16393338",NA,NA,3
"13683","scaffold0017:16393141|16403970",NA,NA,4
"13684","scaffold0017:16401352|16401757",10,20,NA
"13685","scaffold0017:16440371|16449729",40,13,28
"13686","scaffold0017:16440371|16472549",2,NA,NA
"13687","scaffold0017:16440371|16474425",4,13,9
"13688","scaffold0017:16440371|16490102",3,NA,14
"13689","scaffold0017:16440371|16502105",NA,6,NA
"13690","scaffold0017:16440371|16522265",NA,3,NA
"13691","scaffold0017:16449120|16449729",20,NA,5
"13692","scaffold0017:16449607|16472549",6,NA,NA
"13693","scaffold0017:16472411|16490102",NA,NA,5
"13694","scaffold0017:16489974|16502105",19,21,16
"13695","scaffold0017:16661879|16663356",14,NA,NA
"13696","scaffold0017:1668728|1669789",4,NA,NA
"13697","scaffold0017:1682179|1684994",2,NA,NA
"13698","scaffold0017:1737903|1745188",2,NA,NA
"13699","scaffold0017:1748658|1752068",NA,NA,4
"13700","scaffold0017:1760380|1762680",41,41,9
"13701","scaffold0017:17661484|17669808",2,NA,NA
"13702","scaffold0017:17669311|17669808",6,NA,2
"13703","scaffold0017:17669311|17690503",NA,NA,5
"13704","scaffold0017:17690317|17733149",NA,NA,4
"13705","scaffold0017:17732917|17733149",20,92,28
"13706","scaffold0017:17732917|17733757",2,NA,NA
"13707","scaffold0017:1779772|1783321",NA,NA,5
"13708","scaffold0017:17804511|17804998",10,14,NA
"13709","scaffold0017:18271157|18271705",113,51,29
"13710","scaffold0017:18271157|18272321",NA,2,NA
"13711","scaffold0017:18271597|18272321",NA,NA,2
"13712","scaffold0017:18271597|18273037",3,NA,NA
"13713","scaffold0017:18332020|18337802",NA,2,NA
"13714","scaffold0017:18364368|18364836",7,NA,NA
"13715","scaffold0017:18401578|18405093",4,NA,NA
"13716","scaffold0017:18401578|18407489",6,NA,NA
"13717","scaffold0017:18456912|18457116",2,NA,NA
"13718","scaffold0017:18485739|18489144",NA,8,4
"13719","scaffold0017:18493220|18496151",2,NA,NA
"13720","scaffold0017:18524127|18524402",38,27,19
"13721","scaffold0017:18524127|18534370",20,4,NA
"13722","scaffold0017:18524127|18544692",NA,NA,3
"13723","scaffold0017:18541170|18546373",4,NA,4
"13724","scaffold0017:18674024|18677250",2,NA,NA
"13725","scaffold0017:18685272|18685613",NA,4,NA
"13726","scaffold0017:18814020|18814705",NA,NA,2
"13727","scaffold0017:18820512|18863758",2,NA,NA
"13728","scaffold0017:19123339|19123681",14,NA,NA
"13729","scaffold0017:19126122|19130844",NA,8,6
"13730","scaffold0017:19159677|19171084",NA,2,NA
"13731","scaffold0017:19217475|19218549",6,NA,NA
"13732","scaffold0017:19235877|19258721",4,NA,NA
"13733","scaffold0017:19283917|19284339",2,NA,NA
"13734","scaffold0017:19288513|19289395",NA,6,NA
"13735","scaffold0017:19296101|19297476",10,NA,NA
"13736","scaffold0017:19296101|19298297",4,18,NA
"13737","scaffold0017:19297321|19298297",10,NA,NA
"13738","scaffold0017:19300722|19320110",2,NA,NA
"13739","scaffold0017:19301380|19302994",NA,NA,2
"13740","scaffold0017:19315652|19322272",2,NA,NA
"13741","scaffold0017:19315903|19320110",4,NA,NA
"13742","scaffold0017:19329525|19330652",47,49,18
"13743","scaffold0017:19330458|19330682",2,NA,NA
"13744","scaffold0017:19442634|19445383",NA,6,2
"13745","scaffold0017:19444898|19445383",2,6,3
"13746","scaffold0017:19462263|19465998",10,NA,NA
"13747","scaffold0017:19466555|19467379",6,5,NA
"13748","scaffold0017:19466820|19467379",55,35,12
"13749","scaffold0017:1948280|1951758",10,NA,NA
"13750","scaffold0017:19494512|19496479",NA,NA,2
"13751","scaffold0017:19495713|19496782",NA,NA,2
"13752","scaffold0017:1951209|1951708",4,NA,NA
"13753","scaffold0017:19549457|19549745",44,14,35
"13754","scaffold0017:19554869|19555209",14,NA,NA
"13755","scaffold0017:19554869|19565557",NA,NA,10
"13756","scaffold0017:19567746|19568041",NA,2,NA
"13757","scaffold0017:19613426|19615670",NA,24,NA
"13758","scaffold0017:19621585|19622510",NA,NA,2
"13759","scaffold0017:19633279|19636369",51,32,37
"13760","scaffold0017:19637515|19647012",2,NA,NA
"13761","scaffold0017:19646925|19676321",6,NA,NA
"13762","scaffold0017:19687518|19691043",62,48,27
"13763","scaffold0017:19692330|19701651",NA,NA,10
"13764","scaffold0017:19697335|19697564",22,14,26
"13765","scaffold0017:19697335|19698599",36,4,16
"13766","scaffold0017:19698484|19701648",38,8,4
"13767","scaffold0017:19698484|19701651",78,51,60
"13768","scaffold0017:19698484|19707722",4,NA,NA
"13769","scaffold0017:19701267|19701648",NA,NA,8
"13770","scaffold0017:19701267|19701651",4,NA,NA
"13771","scaffold0017:19707519|19707722",2,10,NA
"13772","scaffold0017:19707519|19711817",2,NA,NA
"13773","scaffold0017:19725306|19731868",3,NA,NA
"13774","scaffold0017:1979426|1979561",NA,NA,2
"13775","scaffold0017:19818490|19819580",4,NA,NA
"13776","scaffold0017:19823214|19853135",8,NA,NA
"13777","scaffold0017:19850665|19854361",3,5,4
"13778","scaffold0017:19857827|19867980",4,NA,NA
"13779","scaffold0017:19857827|19868024",NA,16,NA
"13780","scaffold0017:19866751|19867173",2,NA,NA
"13781","scaffold0017:1987366|1987886",NA,11,NA
"13782","scaffold0017:19988693|19992784",NA,NA,4
"13783","scaffold0017:20099858|20110531",3,NA,NA
"13784","scaffold0017:20169744|20179772",4,NA,NA
"13785","scaffold0017:20172501|20179772",17,2,NA
"13786","scaffold0017:20179121|20179772",113,46,60
"13787","scaffold0017:20225817|20226713",13,NA,NA
"13788","scaffold0017:20263111|20266703",6,NA,NA
"13789","scaffold0017:20266328|20266703",8,6,8
"13790","scaffold0017:20272536|20273309",2266,1313,1971
"13791","scaffold0017:20298852|20299476",3,NA,NA
"13792","scaffold0017:20306193|20307229",4,3,NA
"13793","scaffold0017:20313021|20313309",NA,7,NA
"13794","scaffold0017:2048169|2053309",NA,6,NA
"13795","scaffold0017:20595|68509",NA,5,NA
"13796","scaffold0017:20796924|20799398",3,NA,NA
"13797","scaffold0017:208521|208794",NA,NA,3
"13798","scaffold0017:21089|79950",2,NA,NA
"13799","scaffold0017:21422834|21423710",4,NA,NA
"13800","scaffold0017:22034994|22093484",6,NA,NA
"13801","scaffold0017:22045063|22047904",20,23,9
"13802","scaffold0017:22045063|22093484",NA,NA,3
"13803","scaffold0017:22306555|22311118",10,NA,2
"13804","scaffold0017:22490|70547",NA,NA,14
"13805","scaffold0017:2267008|2267265",3,NA,NA
"13806","scaffold0017:22672143|22672495",NA,2,NA
"13807","scaffold0017:2268227|2277111",2,8,4
"13808","scaffold0017:232615|273822",NA,NA,76
"13809","scaffold0017:23317728|23317953",2,NA,NA
"13810","scaffold0017:23317993|23318936",NA,NA,2
"13811","scaffold0017:23318185|23318569",3,NA,NA
"13812","scaffold0017:23318283|23318575",6,NA,NA
"13813","scaffold0017:23403573|23480471",2,NA,NA
"13814","scaffold0017:23416863|23418247",2,NA,NA
"13815","scaffold0017:23438695|23495742",NA,NA,4
"13816","scaffold0017:23957354|24014765",2,NA,2
"13817","scaffold0017:23985814|23991165",2,2,NA
"13818","scaffold0017:24069459|24106487",NA,NA,2
"13819","scaffold0017:24076660|24110940",NA,NA,4
"13820","scaffold0017:24079156|24085873",2,NA,NA
"13821","scaffold0017:24085700|24089890",NA,NA,4
"13822","scaffold0017:24085700|24106487",4,NA,NA
"13823","scaffold0017:24089672|24106487",6,4,5
"13824","scaffold0017:24105898|24106487",429,542,311
"13825","scaffold0017:24304056|24305560",NA,NA,2
"13826","scaffold0017:24624206|24631589",NA,24,NA
"13827","scaffold0017:24626402|24635832",2,NA,NA
"13828","scaffold0017:24631371|24633032",13,3,15
"13829","scaffold0017:24631371|24635832",NA,NA,2
"13830","scaffold0017:24634245|24635832",4,NA,NA
"13831","scaffold0017:24702469|24704033",NA,NA,3
"13832","scaffold0017:24769627|24799250",NA,19,NA
"13833","scaffold0017:24810076|24810252",4,NA,NA
"13834","scaffold0017:24881797|24890162",3,2,NA
"13835","scaffold0017:25006292|25006824",NA,13,NA
"13836","scaffold0017:25008416|25025179",NA,6,NA
"13837","scaffold0017:25021873|25025179",1534,953,847
"13838","scaffold0017:25021873|25027733",14,NA,NA
"13839","scaffold0017:25021873|25035472",36,NA,4
"13840","scaffold0017:25021873|25039186",NA,NA,7
"13841","scaffold0017:25034292|25035472",NA,15,NA
"13842","scaffold0017:2503671|2504246",NA,NA,6
"13843","scaffold0017:25064430|25066941",6,NA,5
"13844","scaffold0017:25074102|25084947",13,NA,5
"13845","scaffold0017:25084789|25092146",NA,NA,4
"13846","scaffold0017:2517621|2517772",3,NA,NA
"13847","scaffold0017:2533170|2533433",NA,NA,4
"13848","scaffold0017:2545137|2547315",NA,2,NA
"13849","scaffold0017:2545362|2545743",6,NA,NA
"13850","scaffold0017:2560607|2560799",NA,2,NA
"13851","scaffold0017:25877795|25915113",5,NA,NA
"13852","scaffold0017:262790|273822",56,NA,NA
"13853","scaffold0017:2639963|2640374",7,NA,NA
"13854","scaffold0017:26716538|26720686",6,NA,6
"13855","scaffold0017:26763275|26768148",2,8,NA
"13856","scaffold0017:26779828|26780519",8,NA,NA
"13857","scaffold0017:26792405|26794536",15,NA,10
"13858","scaffold0017:26797296|26797964",NA,8,NA
"13859","scaffold0017:26816476|26819842",NA,NA,2
"13860","scaffold0017:26841742|26843523",14,9,3
"13861","scaffold0017:26971689|26972936",8,NA,NA
"13862","scaffold0017:27025545|27026274",NA,NA,5
"13863","scaffold0017:27034407|27035733",12,NA,NA
"13864","scaffold0017:27041663|27042709",3,NA,NA
"13865","scaffold0017:27041663|27045871",3,NA,NA
"13866","scaffold0017:27177295|27182445",NA,NA,3
"13867","scaffold0017:27239664|27240705",17,12,12
"13868","scaffold0017:27249740|27256263",NA,NA,3
"13869","scaffold0017:27249740|27261418",NA,NA,8
"13870","scaffold0017:27259417|27261418",NA,5,11
"13871","scaffold0017:2734967|2735148",NA,2,NA
"13872","scaffold0017:27362914|27363260",7,NA,NA
"13873","scaffold0017:2743023|2744920",NA,5,NA
"13874","scaffold0017:27480715|27490247",NA,8,NA
"13875","scaffold0017:27523599|27524006",3,NA,NA
"13876","scaffold0017:2770949|2771265",NA,4,NA
"13877","scaffold0017:27757356|27757537",22,NA,NA
"13878","scaffold0017:27979828|27980047",21,32,23
"13879","scaffold0017:2805993|2806404",2,NA,NA
"13880","scaffold0017:28060447|28066148",NA,NA,5
"13881","scaffold0017:28116818|28120463",NA,NA,6
"13882","scaffold0017:2812658|2814495",2,NA,NA
"13883","scaffold0017:28197958|28208706",NA,NA,4
"13884","scaffold0017:28203248|28203432",12,NA,NA
"13885","scaffold0017:28203248|28208706",4,NA,16
"13886","scaffold0017:2848324|2849021",10,NA,NA
"13887","scaffold0017:2852864|2868012",NA,NA,6
"13888","scaffold0017:2856168|2856336",3,NA,2
"13889","scaffold0017:2858228|2858397",2,NA,NA
"13890","scaffold0017:2867342|2868012",17,12,NA
"13891","scaffold0017:28680470|28687474",86,12,39
"13892","scaffold0017:2913482|2914068",NA,NA,17
"13893","scaffold0017:2918827|2919187",7,6,7
"13894","scaffold0017:29255038|29255246",2,NA,NA
"13895","scaffold0017:29282571|29285784",NA,3,NA
"13896","scaffold0017:29317910|29319431",4,NA,NA
"13897","scaffold0017:29319375|29323087",10,NA,2
"13898","scaffold0017:29334685|29338192",NA,NA,6
"13899","scaffold0017:2937325|2939529",NA,7,NA
"13900","scaffold0017:2937325|2947628",NA,4,NA
"13901","scaffold0017:2945838|2946143",NA,2,NA
"13902","scaffold0017:2945838|2947275",NA,5,NA
"13903","scaffold0017:2945838|2947628",NA,10,NA
"13904","scaffold0017:29646523|29653924",4,NA,NA
"13905","scaffold0017:29648862|29649984",2,NA,NA
"13906","scaffold0017:29649879|29653924",NA,14,4
"13907","scaffold0017:29649879|29662498",5,2,9
"13908","scaffold0017:2966725|2975179",NA,NA,22
"13909","scaffold0017:29675797|29687589",20,NA,34
"13910","scaffold0017:29685240|29687589",NA,7,NA
"13911","scaffold0017:2969217|2969590",6,3,NA
"13912","scaffold0017:2969258|2969590",491,242,306
"13913","scaffold0017:29836195|29845044",4,NA,2
"13914","scaffold0017:29837816|29857141",5,16,3
"13915","scaffold0017:29844948|29847089",4,NA,NA
"13916","scaffold0017:29844948|29857141",NA,8,3
"13917","scaffold0017:29844948|29878217",3,NA,NA
"13918","scaffold0017:29848473|29853773",8,NA,6
"13919","scaffold0017:29848473|29857141",36,37,20
"13920","scaffold0017:29856941|29857141",3,21,8
"13921","scaffold0017:29856941|29878217",9,6,NA
"13922","scaffold0017:2985767|2987279",6,NA,NA
"13923","scaffold0017:29876187|29878217",57,35,30
"13924","scaffold0017:29876187|29878281",NA,NA,10
"13925","scaffold0017:29878041|29878217",10,NA,NA
"13926","scaffold0017:29878041|29891003",8,16,5
"13927","scaffold0017:29878041|29904588",NA,NA,2
"13928","scaffold0017:29887480|29887912",9,NA,NA
"13929","scaffold0017:29890763|29904588",3,NA,NA
"13930","scaffold0017:29896828|29904588",NA,3,16
"13931","scaffold0017:30235445|30235606",2,NA,NA
"13932","scaffold0017:30247032|30247438",NA,NA,4
"13933","scaffold0017:30250230|30252930",226,147,61
"13934","scaffold0017:30250230|30275741",6,NA,2
"13935","scaffold0017:303097|307393",NA,14,NA
"13936","scaffold0017:30330196|30330789",27,14,43
"13937","scaffold0017:30349747|30354765",NA,NA,5
"13938","scaffold0017:30390206|30391146",8,4,2
"13939","scaffold0017:30401984|30403711",NA,NA,8
"13940","scaffold0017:30445319|30445701",3,NA,NA
